"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"State"	"MaxFC"	"InitialState"
"SMARCC1"	"SMARCC1"	-0.931326573202408	0.854685745404592	0.370656289665741	-0.464862909206309	"S01"	0.854685745404592	"IS02"
"H1FX"	"H1FX"	0.151997493718426	0.840096642863684	-0.692023110878095	-0.0374231077198264	"S01"	0.840096642863684	"IS02"
"ITFG2"	"ITFG2"	-1.15867783500113	0.808750290672749	0.37855232298224	-0.0877312900262026	"S01"	0.808750290672749	"IS02"
"ZNF335"	"ZNF335"	-0.58215835387986	0.782210018563613	0.217741228405975	-0.591994233756468	"S01"	0.782210018563613	"IS02"
"PPP1R16B"	"PPP1R16B"	-0.935171320509834	0.77586544249031	0.220737542584868	-0.0749203608282824	"S01"	0.77586544249031	"IS02"
"WNK2"	"WNK2"	0.0969119535091036	0.762437267937758	-0.0395590591676563	-1.07423440600648	"S01"	0.762437267937758	"IS02"
"GOLGA8B"	"GOLGA8B"	-0.501601475060289	0.760231817584396	0.263932561669244	-0.766671765131774	"S01"	0.760231817584396	"IS02"
"LEKR1"	"LEKR1"	-0.108913218979676	0.748158375470108	-0.0436500311107548	-0.747867149721104	"S01"	0.748158375470108	"IS02"
"ITPKB"	"ITPKB"	-0.825184029808422	0.728157105668745	0.0845838479657612	0.0823614225593304	"S01"	0.728157105668745	"IS02"
"SETD2"	"SETD2"	-1.10186258747235	0.726172972105617	0.676139492777032	-0.617710959686837	"S01"	0.726172972105617	"IS02"
"ASXL2"	"ASXL2"	-0.565167258285091	0.720540559880939	0.0416837548453693	-0.206198531600625	"S01"	0.720540559880939	"IS02"
"ARID4B"	"ARID4B"	-0.707105618096232	0.677310569306115	0.56171438280421	-0.914394924133969	"S01"	0.677310569306115	"IS02"
"NPIPB3"	"NPIPB3"	-0.606767338035014	0.667560474993727	0.39894699861238	-0.743441051419641	"S01"	0.667560474993727	"IS02"
"DHX9"	"DHX9"	-0.99571122444823	0.662344391976476	0.436814447233925	-0.240694486282834	"S01"	0.662344391976476	"IS02"
"RBM19"	"RBM19"	-0.605637393564653	0.659757813665808	0.216127135586598	-0.393041741250288	"S01"	0.659757813665808	"IS02"
"PDRG1"	"PDRG1"	-0.0629892645590842	0.657688954093173	0.408527341120202	-1.54052722662623	"S01"	0.657688954093173	"IS02"
"ZNF490"	"ZNF490"	-0.385600151732938	0.654760730808926	0.397658747704272	-1.04634020921195	"S01"	0.654760730808926	"IS02"
"KMT2A"	"KMT2A"	-1.20293101139111	0.646315859524979	0.580741587545493	-0.186670755992299	"S01"	0.646315859524979	"IS02"
"CRACR2A"	"CRACR2A"	-0.870415073261607	0.645854573356939	0.28782430249404	-0.122952958562313	"S01"	0.645854573356939	"IS02"
"GPR19"	"GPR19"	-0.242392406800348	0.645033879859881	0.374642352834792	-1.19910505915548	"S01"	0.645033879859881	"IS02"
"GLYCTK"	"GLYCTK"	-0.200351869554324	0.642316070057923	0.287455280457311	-1.09378686207929	"S01"	0.642316070057923	"IS02"
"TADA3"	"TADA3"	0.154735905696928	0.638172187632877	0.0579004840917818	-1.17653130643383	"S01"	0.638172187632877	"IS02"
"MSL3"	"MSL3"	-0.491389470202538	0.636786566191001	0.349468778212629	-0.778398939298053	"S01"	0.636786566191001	"IS02"
"CPNE1"	"CPNE1"	-0.410057402253174	0.632889063384739	0.163154997181176	-0.543470635271772	"S01"	0.632889063384739	"IS02"
"TYW1B"	"TYW1B"	-0.131867457707425	0.631068488549319	0.161735740170367	-0.94370063155378	"S01"	0.631068488549319	"IS02"
"BRD2"	"BRD2"	-0.649893602154553	0.629276216526198	-0.0966369354074811	0.296333855988644	"S01"	0.629276216526198	"IS02"
"PHYKPL"	"PHYKPL"	-0.876776808792382	0.621847409903618	0.605864259895132	-0.676480404144919	"S01"	0.621847409903618	"IS02"
"RANGAP1"	"RANGAP1"	-0.119518430240327	0.621014915951357	-0.292257795693103	-0.0997757842536432	"S01"	0.621014915951357	"IS02"
"POM121C"	"POM121C"	-0.791615393203377	0.619077460631888	0.470488857504479	-0.54383789316053	"S01"	0.619077460631888	"IS02"
"RSRP1"	"RSRP1"	0.459061794961881	0.615305979990239	-0.382780108890663	-0.765942924141344	"S01"	0.615305979990239	"IS02"
"PYGO2"	"PYGO2"	-0.558319359816321	0.610406094155336	-0.017706204687829	0.0403015654868364	"S01"	0.610406094155336	"IS02"
"PHC1"	"PHC1"	-0.443265024811158	0.609564706337299	0.300333286528932	-0.720709149333316	"S01"	0.609564706337299	"IS02"
"ZC3H12D"	"ZC3H12D"	-0.660277901416128	0.608643769622089	0.445978263599895	-0.675582660932435	"S01"	0.608643769622089	"IS02"
"CAMSAP1"	"CAMSAP1"	-0.386335542439978	0.60838308403267	0.525470035371051	-1.22292943400815	"S01"	0.60838308403267	"IS02"
"IL22RA2"	"IL22RA2"	-0.388752589133764	0.607764155977513	0.269365509804058	-0.739861571566837	"S01"	0.607764155977513	"IS02"
"THRAP3"	"THRAP3"	-0.283265353133647	0.604035560920429	0.0995523958142262	-0.57119161180442	"S01"	0.604035560920429	"IS02"
"AHCTF1"	"AHCTF1"	-0.441779494277593	0.600064326611161	0.173640970178109	-0.473503278169671	"S01"	0.600064326611161	"IS02"
"KCNAB3"	"KCNAB3"	-0.0205249103936277	0.599060365686012	0.148247747897446	-1.03842500885517	"S01"	0.599060365686012	"IS02"
"CSNK1D"	"CSNK1D"	-0.138977155659681	0.597064685397068	0.14256138911615	-0.852589936826295	"S01"	0.597064685397068	"IS02"
"NKRF"	"NKRF"	-0.953202645126725	0.589075966691809	0.52271304445817	-0.366422345875291	"S01"	0.589075966691809	"IS02"
"NLRP1"	"NLRP1"	-0.880507575934439	0.588782871564844	0.166611011134286	0.193708898933054	"S01"	0.588782871564844	"IS02"
"RASSF5"	"RASSF5"	-0.746148675825856	0.585624778379296	0.120944557197086	0.087499103670729	"S01"	0.585624778379296	"IS02"
"NT5DC4"	"NT5DC4"	-0.419503877585266	0.585326696445413	0.262158617664508	-0.651954816101759	"S01"	0.585326696445413	"IS02"
"CTDSPL2"	"CTDSPL2"	-0.89440842371235	0.580473845095112	0.371072833929241	-0.157259949892205	"S01"	0.580473845095112	"IS02"
"ARSA"	"ARSA"	0.191918467481904	0.580464653320901	-0.0897166980351966	-0.878547390064156	"S01"	0.580464653320901	"IS02"
"SAMD10"	"SAMD10"	-0.0355056221841579	0.577831623156201	0.196944737463262	-1.07958997840101	"S01"	0.577831623156201	"IS02"
"SFSWAP"	"SFSWAP"	-0.842267221686036	0.577099512563299	0.314632717773261	-0.123264467952752	"S01"	0.577099512563299	"IS02"
"OLFM2"	"OLFM2"	0.123876526743093	0.573818915183607	0.026010339757583	-0.986966851122622	"S01"	0.573818915183607	"IS02"
"PITPNM1"	"PITPNM1"	0.00758810090974965	0.570073203255997	-0.181573432777242	-0.424571597051592	"S01"	0.570073203255997	"IS02"
"AC105052.2"	"AC105052.2"	0.0863177215601671	0.569471165559641	0.220310090033016	-1.28970524815469	"S01"	0.569471165559641	"IS02"
"DHRS11"	"DHRS11"	0.295042383072148	0.569096639955434	-0.119932554632993	-0.957289851726895	"S01"	0.569096639955434	"IS02"
"IST1"	"IST1"	-0.466589786622685	0.568610582441552	0.444389946672886	-0.901918689338129	"S01"	0.568610582441552	"IS02"
"NAA16"	"NAA16"	-0.782056028430418	0.567197437570768	0.234937291043455	-0.0489338878212174	"S01"	0.567197437570768	"IS02"
"RFX7"	"RFX7"	-0.771731251882693	0.561563805798407	0.239196825615782	-0.0644973632430418	"S01"	0.561563805798407	"IS02"
"ALKBH6"	"ALKBH6"	-0.405598061344478	0.561449523808124	0.251107323180663	-0.620020062358708	"S01"	0.561449523808124	"IS02"
"SSTR3"	"SSTR3"	-0.878300523986399	0.561256910004176	0.34484841922101	-0.106325691151396	"S01"	0.561256910004176	"IS02"
"CAMKMT"	"CAMKMT"	-0.28962476460989	0.555708547230741	0.33179630962603	-0.932225723981318	"S01"	0.555708547230741	"IS02"
"FOXP3"	"FOXP3"	-0.410850598272399	0.553854154223589	0.13007320768038	-0.37609044940612	"S01"	0.553854154223589	"IS02"
"TMEM182"	"TMEM182"	-0.37960496352681	0.553633673580716	0.342861177431627	-0.819078824304968	"S01"	0.553633673580716	"IS02"
"ZACN"	"ZACN"	-0.0429779987452453	0.551824611255218	0.234276283934344	-1.10413761213401	"S01"	0.551824611255218	"IS02"
"KLC2"	"KLC2"	-0.158845442624321	0.551236633751735	0.0741868904257074	-0.635306192210601	"S01"	0.551236633751735	"IS02"
"MSTN"	"MSTN"	-0.0193144859108634	0.547590009764104	0.165864884898886	-1.0051399537115	"S01"	0.547590009764104	"IS02"
"MRI1"	"MRI1"	-0.133570470102523	0.54241663714439	0.234688626706292	-0.960501012752428	"S01"	0.54241663714439	"IS02"
"ZNF239"	"ZNF239"	-0.232949709710074	0.540386659061994	0.493046706200788	-1.29597853259388	"S01"	0.540386659061994	"IS02"
"USP51"	"USP51"	-0.0150786012689438	0.536807760759737	0.440947499080075	-1.5112746884055	"S01"	0.536807760759737	"IS02"
"ATXN7L1"	"ATXN7L1"	-0.347919770115796	0.533221468947665	0.343424604382623	-0.839333819881718	"S01"	0.533221468947665	"IS02"
"DROSHA"	"DROSHA"	-0.793707621789728	0.528617316672437	0.400941940694352	-0.291311998554392	"S01"	0.528617316672437	"IS02"
"CCDC91"	"CCDC91"	-0.621631137638167	0.528044417735181	0.268955334360464	-0.294530078640947	"S01"	0.528044417735181	"IS02"
"FAM78A"	"FAM78A"	-0.716336668084929	0.527416419478762	0.0690034928705286	0.218037739217248	"S01"	0.527416419478762	"IS02"
