"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"State"	"MaxFC"	"InitialState"
"BUB3"	"BUB3"	-0.651639434213045	0.56780283797136	0.0126176624480149	0.372715972482225	-0.625485182040561	"S01"	0.56780283797136	"IS02"
"GEN1"	"GEN1"	0.133865894703855	0.566261086048532	-0.297099356482345	0.23848265928581	-0.963827654154868	"S01"	0.566261086048532	"IS02"
"HIVEP1"	"HIVEP1"	-0.674648256341882	0.566170058966152	-0.162081916014574	0.374282708907939	-0.410858177316837	"S01"	0.566170058966152	"IS02"
"VPS50"	"VPS50"	-0.175376703024343	0.566069410266776	-0.305056386022045	0.302179705972351	-0.704710268531902	"S01"	0.566069410266776	"IS02"
"R3HDM1"	"R3HDM1"	-0.477629465196005	0.56498634282243	-0.0635910201996815	0.185086323578067	-0.458846416244364	"S01"	0.56498634282243	"IS02"
"PPAT"	"PPAT"	-0.356113426889122	0.564297936309295	-0.311771592223573	0.38937758397101	-0.621483090439008	"S01"	0.564297936309295	"IS02"
"DNAJA2"	"DNAJA2"	-0.246493505623984	0.563975127744728	0.0561377821556621	0.244307471919773	-0.929634204026306	"S01"	0.563975127744728	"IS02"
"ZNF720"	"ZNF720"	0.360958689002829	0.563056537666131	-0.738234840513825	0.196489717976775	-0.672557381621874	"S01"	0.563056537666131	"IS02"
"H2AFV"	"H2AFV"	-0.976828868207174	0.561443066135151	-0.128892009955833	0.38686567090418	-0.123361036941623	"S01"	0.561443066135151	"IS02"
"RPA3"	"RPA3"	-0.751582133284403	0.561043872301838	0.344684903249609	0.0974175743955016	-0.463801204526899	"S01"	0.561043872301838	"IS02"
"ZFP92"	"ZFP92"	-1.30564116290152	0.557938625884718	-0.170723518093447	0.390879156957817	0.285657678957464	"S01"	0.557938625884718	"IS02"
"RNGTT"	"RNGTT"	-0.312404907360567	0.556252195333415	-0.302350199776255	0.493628432582323	-0.820742405122906	"S01"	0.556252195333415	"IS02"
"ORC1"	"ORC1"	-1.27295579667582	0.555949811573684	0.396779242759635	0.395508971319037	-0.368882330418531	"S01"	0.555949811573684	"IS02"
"CKAP2L"	"CKAP2L"	-0.59170733756693	0.554544762372313	0.0948675673374919	0.259658931200172	-0.597876880184515	"S01"	0.554544762372313	"IS02"
"THOC2"	"THOC2"	-0.564601504448711	0.553436797233715	-0.0502825004653965	0.218664167933159	-0.409577131134169	"S01"	0.553436797233715	"IS02"
"ZNF654"	"ZNF654"	-0.44332281129458	0.553319333518072	-0.33576927286152	0.245678473676351	-0.274224180959602	"S01"	0.553319333518072	"IS02"
"RHEB"	"RHEB"	-0.682851112152023	0.552877697361575	-0.748963166364143	0.357303223327634	0.276798573753884	"S01"	0.552877697361575	"IS02"
"RAB5A"	"RAB5A"	-0.623488068131141	0.5517309830539	-0.517369308050303	0.396486884103589	-0.0951993326673073	"S01"	0.5517309830539	"IS02"
"SLC39A9"	"SLC39A9"	-0.602126499550472	0.551470346443876	-0.441349178128851	0.465703381742666	-0.301608398631349	"S01"	0.551470346443876	"IS02"
"AP4E1"	"AP4E1"	-0.0190066615910036	0.550343486337339	-0.901078382005248	0.251817305030967	-0.137686448692863	"S01"	0.550343486337339	"IS02"
"GIMAP1"	"GIMAP1"	0.400207142215721	0.550272037475411	-0.410694987849601	0.307208198711022	-1.21404124362158	"S01"	0.550272037475411	"IS02"
