"Gene"	"IS01"	"IS02"	"State"	"MaxFC"	"InitialState"
"CD1A"	"CD1A"	0.643857074081393	-0.643857074081393	"S01"	0.643857074081393	"IS01"
"DDX24"	"DDX24"	0.643312376562088	-0.643312376562088	"S01"	0.643312376562088	"IS01"
"NT5E"	"NT5E"	0.64320211244497	-0.64320211244497	"S01"	0.64320211244497	"IS01"
"ATF6B"	"ATF6B"	0.643131864756472	-0.643131864756472	"S01"	0.643131864756472	"IS01"
"ZFPM1"	"ZFPM1"	0.640541598786791	-0.640541598786791	"S01"	0.640541598786791	"IS01"
"PDHB"	"PDHB"	0.639873082662036	-0.639873082662036	"S01"	0.639873082662036	"IS01"
"TBP"	"TBP"	0.639732945482837	-0.639732945482837	"S01"	0.639732945482837	"IS01"
"SSRP1"	"SSRP1"	0.638436004851601	-0.638436004851601	"S01"	0.638436004851601	"IS01"
"TES"	"TES"	0.637000437574209	-0.637000437574209	"S01"	0.637000437574209	"IS01"
"UBE2Q1"	"UBE2Q1"	0.636009829248408	-0.636009829248408	"S01"	0.636009829248408	"IS01"
"EHMT1"	"EHMT1"	0.63528075446461	-0.63528075446461	"S01"	0.63528075446461	"IS01"
"DLGAP3"	"DLGAP3"	0.635223153923225	-0.635223153923225	"S01"	0.635223153923225	"IS01"
"PPIE"	"PPIE"	0.634433767804521	-0.634433767804521	"S01"	0.634433767804521	"IS01"
"SGF29"	"SGF29"	0.632706892068208	-0.632706892068208	"S01"	0.632706892068208	"IS01"
"HLA.DMA"	"HLA.DMA"	0.631670329960519	-0.631670329960519	"S01"	0.631670329960519	"IS01"
"NT5C"	"NT5C"	0.631434290836569	-0.631434290836569	"S01"	0.631434290836569	"IS01"
"RAB8A"	"RAB8A"	0.628377805810216	-0.628377805810216	"S01"	0.628377805810216	"IS01"
"ZSCAN25"	"ZSCAN25"	0.627436735656782	-0.627436735656782	"S01"	0.627436735656782	"IS01"
"MARCH1"	"MARCH1"	0.62720496501986	-0.62720496501986	"S01"	0.62720496501986	"IS01"
"CORO1A"	"CORO1A"	0.62718587295633	-0.62718587295633	"S01"	0.62718587295633	"IS01"
"EBF1"	"EBF1"	0.62371799573766	-0.62371799573766	"S01"	0.62371799573766	"IS01"
"KCNQ1"	"KCNQ1"	0.61922825960436	-0.61922825960436	"S01"	0.61922825960436	"IS01"
"ZNF576"	"ZNF576"	0.618209132036607	-0.618209132036607	"S01"	0.618209132036607	"IS01"
"RSRC2"	"RSRC2"	0.618165726033423	-0.618165726033423	"S01"	0.618165726033423	"IS01"
"PEX16"	"PEX16"	0.616314152432486	-0.616314152432486	"S01"	0.616314152432486	"IS01"
"PRKAB1"	"PRKAB1"	0.613206802961534	-0.613206802961534	"S01"	0.613206802961534	"IS01"
"LPIN1"	"LPIN1"	0.609432933456638	-0.609432933456638	"S01"	0.609432933456638	"IS01"
"ACBD6"	"ACBD6"	0.609129886537973	-0.609129886537973	"S01"	0.609129886537973	"IS01"
"TTLL11"	"TTLL11"	0.607613194828625	-0.607613194828625	"S01"	0.607613194828625	"IS01"
"RPL6"	"RPL6"	0.60605436434219	-0.60605436434219	"S01"	0.60605436434219	"IS01"
"MPP6"	"MPP6"	0.605528498772948	-0.605528498772948	"S01"	0.605528498772948	"IS01"
"MRPL55"	"MRPL55"	0.602219094280862	-0.602219094280862	"S01"	0.602219094280862	"IS01"
"SLCO5A1"	"SLCO5A1"	0.601933997653049	-0.601933997653049	"S01"	0.601933997653049	"IS01"
"RPL36A"	"RPL36A"	0.601553743124488	-0.601553743124488	"S01"	0.601553743124488	"IS01"
"SCAPER"	"SCAPER"	0.600126911342078	-0.600126911342078	"S01"	0.600126911342078	"IS01"
"RNASE6"	"RNASE6"	0.59992849521453	-0.59992849521453	"S01"	0.59992849521453	"IS01"
"XRCC1"	"XRCC1"	0.599174058389625	-0.599174058389625	"S01"	0.599174058389625	"IS01"
"SS18L2"	"SS18L2"	0.598283076988132	-0.598283076988132	"S01"	0.598283076988132	"IS01"
"ORAI2"	"ORAI2"	0.598109303479013	-0.598109303479013	"S01"	0.598109303479013	"IS01"
"POU6F1"	"POU6F1"	0.597972809289474	-0.597972809289474	"S01"	0.597972809289474	"IS01"
"MRPS18B"	"MRPS18B"	0.59773703101605	-0.59773703101605	"S01"	0.59773703101605	"IS01"
"SLC15A2"	"SLC15A2"	0.596293381369834	-0.596293381369834	"S01"	0.596293381369834	"IS01"
"CD69"	"CD69"	0.594617433101304	-0.594617433101304	"S01"	0.594617433101304	"IS01"
"SMAGP"	"SMAGP"	0.594315469678008	-0.594315469678008	"S01"	0.594315469678008	"IS01"
"TMEM258"	"TMEM258"	0.593318922683677	-0.593318922683677	"S01"	0.593318922683677	"IS01"
"RANBP10"	"RANBP10"	0.592676183761423	-0.592676183761423	"S01"	0.592676183761423	"IS01"
"DDX18"	"DDX18"	0.592665285575193	-0.592665285575193	"S01"	0.592665285575193	"IS01"
"SLC25A6"	"SLC25A6"	0.592066456233751	-0.592066456233751	"S01"	0.592066456233751	"IS01"
"TADA3"	"TADA3"	0.591539741472328	-0.591539741472328	"S01"	0.591539741472328	"IS01"
"TMEM126B"	"TMEM126B"	0.588907615866956	-0.588907615866956	"S01"	0.588907615866956	"IS01"
"ZNF620"	"ZNF620"	0.585983552940605	-0.585983552940605	"S01"	0.585983552940605	"IS01"
"YBEY"	"YBEY"	0.584538667247713	-0.584538667247713	"S01"	0.584538667247713	"IS01"
"HDHD2"	"HDHD2"	0.583703348084871	-0.583703348084871	"S01"	0.583703348084871	"IS01"
"SNRPD2"	"SNRPD2"	0.581893684094744	-0.581893684094744	"S01"	0.581893684094744	"IS01"
"LAPTM5"	"LAPTM5"	0.581519950083069	-0.581519950083069	"S01"	0.581519950083069	"IS01"
"ITGA6"	"ITGA6"	0.580851135422034	-0.580851135422034	"S01"	0.580851135422034	"IS01"
"RAD52"	"RAD52"	0.580488985186773	-0.580488985186773	"S01"	0.580488985186773	"IS01"
"MEF2A"	"MEF2A"	0.580452509134417	-0.580452509134417	"S01"	0.580452509134417	"IS01"
"TNF"	"TNF"	0.580341601019713	-0.580341601019713	"S01"	0.580341601019713	"IS01"
"RPL27A"	"RPL27A"	0.580103395238565	-0.580103395238565	"S01"	0.580103395238565	"IS01"
"ZNF781"	"ZNF781"	0.580011758599887	-0.580011758599887	"S01"	0.580011758599887	"IS01"
"SP2"	"SP2"	0.57857743121608	-0.57857743121608	"S01"	0.57857743121608	"IS01"
"IFNGR1"	"IFNGR1"	0.578040184849625	-0.578040184849625	"S01"	0.578040184849625	"IS01"
"METTL6"	"METTL6"	0.577511137668515	-0.577511137668515	"S01"	0.577511137668515	"IS01"
"IFT57"	"IFT57"	0.577144541223177	-0.577144541223177	"S01"	0.577144541223177	"IS01"
"STRN"	"STRN"	0.576874069697503	-0.576874069697503	"S01"	0.576874069697503	"IS01"
"H1FX"	"H1FX"	0.575193073088127	-0.575193073088127	"S01"	0.575193073088127	"IS01"
"PPP1R3F"	"PPP1R3F"	0.574989134378899	-0.574989134378899	"S01"	0.574989134378899	"IS01"
"FMNL1"	"FMNL1"	0.573739618402889	-0.573739618402889	"S01"	0.573739618402889	"IS01"
"SEC62"	"SEC62"	0.572676784213732	-0.572676784213732	"S01"	0.572676784213732	"IS01"
"DPEP2"	"DPEP2"	0.571686883605554	-0.571686883605554	"S01"	0.571686883605554	"IS01"
"LAMTOR4"	"LAMTOR4"	0.568575178071034	-0.568575178071034	"S01"	0.568575178071034	"IS01"
"SAE1"	"SAE1"	0.567808449132275	-0.567808449132275	"S01"	0.567808449132275	"IS01"
"PLCXD1"	"PLCXD1"	0.567196873838724	-0.567196873838724	"S01"	0.567196873838724	"IS01"
"HLA.DOA"	"HLA.DOA"	0.566595356499664	-0.566595356499664	"S01"	0.566595356499664	"IS01"
"STAT5B"	"STAT5B"	0.564701642530987	-0.564701642530987	"S01"	0.564701642530987	"IS01"
"RHBDD1"	"RHBDD1"	0.564120450989302	-0.564120450989302	"S01"	0.564120450989302	"IS01"
"YY1AP1"	"YY1AP1"	0.563242385788249	-0.563242385788249	"S01"	0.563242385788249	"IS01"
"WASF2"	"WASF2"	0.56266718485149	-0.56266718485149	"S01"	0.56266718485149	"IS01"
"OSBPL10"	"OSBPL10"	0.562551323339115	-0.562551323339115	"S01"	0.562551323339115	"IS01"
"ZNF418"	"ZNF418"	0.562375521748614	-0.562375521748614	"S01"	0.562375521748614	"IS01"
"RAB43"	"RAB43"	0.562282117763703	-0.562282117763703	"S01"	0.562282117763703	"IS01"
"RGS14"	"RGS14"	0.562040829527704	-0.562040829527704	"S01"	0.562040829527704	"IS01"
"CYBA"	"CYBA"	0.561665239224364	-0.561665239224364	"S01"	0.561665239224364	"IS01"
"SLC4A8"	"SLC4A8"	0.561660968678065	-0.561660968678065	"S01"	0.561660968678065	"IS01"
"NDUFS7"	"NDUFS7"	0.561340785471126	-0.561340785471126	"S01"	0.561340785471126	"IS01"
"MRPL30"	"MRPL30"	0.5610557182364	-0.5610557182364	"S01"	0.5610557182364	"IS01"
"NCOA7"	"NCOA7"	0.559980484385634	-0.559980484385634	"S01"	0.559980484385634	"IS01"
"TMEM62"	"TMEM62"	0.558081092156034	-0.558081092156034	"S01"	0.558081092156034	"IS01"
"ASCC1"	"ASCC1"	0.5574749139888	-0.5574749139888	"S01"	0.5574749139888	"IS01"
"ARFGEF2"	"ARFGEF2"	0.556507785087714	-0.556507785087714	"S01"	0.556507785087714	"IS01"
"UBALD2"	"UBALD2"	0.556231227003455	-0.556231227003455	"S01"	0.556231227003455	"IS01"
"CCDC59"	"CCDC59"	0.555007185700083	-0.555007185700083	"S01"	0.555007185700083	"IS01"
"VHL"	"VHL"	0.553193062352653	-0.553193062352653	"S01"	0.553193062352653	"IS01"
"MIEN1"	"MIEN1"	0.553107942596123	-0.553107942596123	"S01"	0.553107942596123	"IS01"
"TBC1D3L"	"TBC1D3L"	0.550537201163598	-0.550537201163598	"S01"	0.550537201163598	"IS01"
"DVL2"	"DVL2"	0.548719885045583	-0.548719885045583	"S01"	0.548719885045583	"IS01"
"NFKBID"	"NFKBID"	0.547988404148239	-0.547988404148239	"S01"	0.547988404148239	"IS01"
"ULK3"	"ULK3"	0.547197044962838	-0.547197044962838	"S01"	0.547197044962838	"IS01"
"NDUFB11"	"NDUFB11"	0.54443790696918	-0.54443790696918	"S01"	0.54443790696918	"IS01"
"HPCAL1"	"HPCAL1"	0.541923113542979	-0.541923113542979	"S01"	0.541923113542979	"IS01"
"TRAPPC13"	"TRAPPC13"	0.541283134369542	-0.541283134369542	"S01"	0.541283134369542	"IS01"
"NEMF"	"NEMF"	0.540588233678117	-0.540588233678117	"S01"	0.540588233678117	"IS01"
"GTF3C5"	"GTF3C5"	0.539159697466596	-0.539159697466596	"S01"	0.539159697466596	"IS01"
"TRAP1"	"TRAP1"	0.538897247383352	-0.538897247383352	"S01"	0.538897247383352	"IS01"
"TRIM27"	"TRIM27"	0.538895693471246	-0.538895693471246	"S01"	0.538895693471246	"IS01"
"CCND3"	"CCND3"	0.537107146478258	-0.537107146478258	"S01"	0.537107146478258	"IS01"
"ISG15"	"ISG15"	0.534670458010145	-0.534670458010145	"S01"	0.534670458010145	"IS01"
"HERPUD1"	"HERPUD1"	0.531068811490392	-0.531068811490392	"S01"	0.531068811490392	"IS01"
"FAF1"	"FAF1"	0.530704259649701	-0.530704259649701	"S01"	0.530704259649701	"IS01"
"NSA2"	"NSA2"	0.530637676534432	-0.530637676534432	"S01"	0.530637676534432	"IS01"
"CCDC12"	"CCDC12"	0.529315868374199	-0.529315868374199	"S01"	0.529315868374199	"IS01"
"PSME1"	"PSME1"	0.528347145993367	-0.528347145993367	"S01"	0.528347145993367	"IS01"
"COMMD6"	"COMMD6"	0.526606952476798	-0.526606952476798	"S01"	0.526606952476798	"IS01"
"KLHL11"	"KLHL11"	0.525173233596237	-0.525173233596237	"S01"	0.525173233596237	"IS01"
"TLR6"	"TLR6"	0.524849452845904	-0.524849452845904	"S01"	0.524849452845904	"IS01"
"CHD7"	"CHD7"	0.524617229339242	-0.524617229339242	"S01"	0.524617229339242	"IS01"
"KRI1"	"KRI1"	0.523044431911674	-0.523044431911674	"S01"	0.523044431911674	"IS01"
"C1orf112"	"C1orf112"	0.520275524928927	-0.520275524928927	"S01"	0.520275524928927	"IS01"
"ZNRD1"	"ZNRD1"	0.519966095726318	-0.519966095726318	"S01"	0.519966095726318	"IS01"
"LCORL"	"LCORL"	0.518522724030517	-0.518522724030517	"S01"	0.518522724030517	"IS01"
"METTL25"	"METTL25"	0.518153226486799	-0.518153226486799	"S01"	0.518153226486799	"IS01"
"NDUFB8"	"NDUFB8"	0.517583517183329	-0.517583517183329	"S01"	0.517583517183329	"IS01"
"NXT1"	"NXT1"	0.517549548310284	-0.517549548310284	"S01"	0.517549548310284	"IS01"
"SMN2"	"SMN2"	0.516162171873924	-0.516162171873924	"S01"	0.516162171873924	"IS01"
"CTU1"	"CTU1"	0.515241633164571	-0.515241633164571	"S01"	0.515241633164571	"IS01"
"DHTKD1"	"DHTKD1"	0.514495817270732	-0.514495817270732	"S01"	0.514495817270732	"IS01"
"UTP6"	"UTP6"	0.514228353293976	-0.514228353293976	"S01"	0.514228353293976	"IS01"
"BIRC6"	"BIRC6"	0.51374683980911	-0.51374683980911	"S01"	0.51374683980911	"IS01"
"TACR1"	"TACR1"	0.512391091797403	-0.512391091797403	"S01"	0.512391091797403	"IS01"
"LIN37"	"LIN37"	0.510835924047296	-0.510835924047296	"S01"	0.510835924047296	"IS01"
"UBE2N"	"UBE2N"	0.510605561581036	-0.510605561581036	"S01"	0.510605561581036	"IS01"
"NEIL1"	"NEIL1"	0.510456891267246	-0.510456891267246	"S01"	0.510456891267246	"IS01"
"ZFPL1"	"ZFPL1"	0.509886309645482	-0.509886309645482	"S01"	0.509886309645482	"IS01"
"AC021106.1"	"AC021106.1"	0.509372347753901	-0.509372347753901	"S01"	0.509372347753901	"IS01"
"REXO4"	"REXO4"	0.508918103766497	-0.508918103766497	"S01"	0.508918103766497	"IS01"
"ARHGDIB"	"ARHGDIB"	0.507984130418946	-0.507984130418946	"S01"	0.507984130418946	"IS01"
"CDYL"	"CDYL"	0.506922869449066	-0.506922869449066	"S01"	0.506922869449066	"IS01"
"ZNF580"	"ZNF580"	0.506055107974335	-0.506055107974335	"S01"	0.506055107974335	"IS01"
"GPR160"	"GPR160"	0.505508043649249	-0.505508043649249	"S01"	0.505508043649249	"IS01"
"CCNT2"	"CCNT2"	0.505169764921766	-0.505169764921766	"S01"	0.505169764921766	"IS01"
"SLC35B1"	"SLC35B1"	0.504442300360062	-0.504442300360062	"S01"	0.504442300360062	"IS01"
"HELZ"	"HELZ"	0.503410526632404	-0.503410526632404	"S01"	0.503410526632404	"IS01"
"SEPT7"	"SEPT7"	0.502824456487335	-0.502824456487335	"S01"	0.502824456487335	"IS01"
"TCTEX1D2"	"TCTEX1D2"	0.502431128222327	-0.502431128222327	"S01"	0.502431128222327	"IS01"
"RDH14"	"RDH14"	0.50178438985632	-0.50178438985632	"S01"	0.50178438985632	"IS01"
"CERK"	"CERK"	0.500969967853041	-0.500969967853041	"S01"	0.500969967853041	"IS01"
"VPS51"	"VPS51"	0.50092753221457	-0.50092753221457	"S01"	0.50092753221457	"IS01"
"AIM2"	"AIM2"	0.500109287324761	-0.500109287324761	"S01"	0.500109287324761	"IS01"
"PAIP2"	"PAIP2"	0.499227173017139	-0.499227173017139	"S01"	0.499227173017139	"IS01"
"RRP36"	"RRP36"	0.498622524064784	-0.498622524064784	"S01"	0.498622524064784	"IS01"
"TRIM25"	"TRIM25"	0.495741580418464	-0.495741580418464	"S01"	0.495741580418464	"IS01"
"METAP2"	"METAP2"	0.495585201894629	-0.495585201894629	"S01"	0.495585201894629	"IS01"
"CSTF2"	"CSTF2"	0.49544818294499	-0.49544818294499	"S01"	0.49544818294499	"IS01"
"GSTM4"	"GSTM4"	0.494421099893575	-0.494421099893575	"S01"	0.494421099893575	"IS01"
"C11orf58"	"C11orf58"	0.493576832100992	-0.493576832100992	"S01"	0.493576832100992	"IS01"
"SEMA7A"	"SEMA7A"	0.493462270062103	-0.493462270062103	"S01"	0.493462270062103	"IS01"
"UCHL3"	"UCHL3"	0.492847819998049	-0.492847819998049	"S01"	0.492847819998049	"IS01"
"PRMT2"	"PRMT2"	0.491841601396349	-0.491841601396349	"S01"	0.491841601396349	"IS01"
"EIF2AK2"	"EIF2AK2"	0.490423147249749	-0.490423147249749	"S01"	0.490423147249749	"IS01"
"EFNA4"	"EFNA4"	0.490211079584827	-0.490211079584827	"S01"	0.490211079584827	"IS01"
"DDX39A"	"DDX39A"	0.489927152094509	-0.489927152094509	"S01"	0.489927152094509	"IS01"
"MED12"	"MED12"	0.489605432020112	-0.489605432020112	"S01"	0.489605432020112	"IS01"
"POLR2A"	"POLR2A"	0.489277213592589	-0.489277213592589	"S01"	0.489277213592589	"IS01"
"COQ5"	"COQ5"	0.489046231567831	-0.489046231567831	"S01"	0.489046231567831	"IS01"
"PRKAA1"	"PRKAA1"	0.488046433173893	-0.488046433173893	"S01"	0.488046433173893	"IS01"
"CRIP1"	"CRIP1"	0.484054292843577	-0.484054292843577	"S01"	0.484054292843577	"IS01"
"MNAT1"	"MNAT1"	0.483308834353031	-0.483308834353031	"S01"	0.483308834353031	"IS01"
"ZNF511"	"ZNF511"	0.482792492107112	-0.482792492107112	"S01"	0.482792492107112	"IS01"
"MAP2K6"	"MAP2K6"	0.478102622541988	-0.478102622541988	"S01"	0.478102622541988	"IS01"
"SUDS3"	"SUDS3"	0.477757415063851	-0.477757415063851	"S01"	0.477757415063851	"IS01"
"SUCLA2"	"SUCLA2"	0.477462624878041	-0.477462624878041	"S01"	0.477462624878041	"IS01"
"GTF2F1"	"GTF2F1"	0.47716980733601	-0.47716980733601	"S01"	0.47716980733601	"IS01"
"SUPT5H"	"SUPT5H"	0.47706639054795	-0.47706639054795	"S01"	0.47706639054795	"IS01"
"CDC37"	"CDC37"	0.476728084187021	-0.476728084187021	"S01"	0.476728084187021	"IS01"
"PRIM1"	"PRIM1"	0.47310366609606	-0.47310366609606	"S01"	0.47310366609606	"IS01"
"ZFYVE27"	"ZFYVE27"	0.469779462826777	-0.469779462826777	"S01"	0.469779462826777	"IS01"
"RFC3"	"RFC3"	0.469313936810704	-0.469313936810704	"S01"	0.469313936810704	"IS01"
"CD55"	"CD55"	0.468725737947717	-0.468725737947717	"S01"	0.468725737947717	"IS01"
"ABCA7"	"ABCA7"	0.467805721835699	-0.467805721835699	"S01"	0.467805721835699	"IS01"
"KPNA1"	"KPNA1"	0.467088545733229	-0.467088545733229	"S01"	0.467088545733229	"IS01"
"NEURL4"	"NEURL4"	0.465601258902454	-0.465601258902454	"S01"	0.465601258902454	"IS01"
"PHOSPHO2"	"PHOSPHO2"	0.464403149633713	-0.464403149633713	"S01"	0.464403149633713	"IS01"
"C7orf49"	"C7orf49"	0.46206235523511	-0.46206235523511	"S01"	0.46206235523511	"IS01"
"MTMR12"	"MTMR12"	0.46153148677151	-0.46153148677151	"S01"	0.46153148677151	"IS01"
"MYL12A"	"MYL12A"	0.461364289047594	-0.461364289047594	"S01"	0.461364289047594	"IS01"
"NFASC"	"NFASC"	0.460195288642416	-0.460195288642416	"S01"	0.460195288642416	"IS01"
"DPM2"	"DPM2"	0.459781877330663	-0.459781877330663	"S01"	0.459781877330663	"IS01"
"RIF1"	"RIF1"	0.458897241820799	-0.458897241820799	"S01"	0.458897241820799	"IS01"
"SNRPB"	"SNRPB"	0.457215462883288	-0.457215462883288	"S01"	0.457215462883288	"IS01"
"SCFD2"	"SCFD2"	0.456626691502181	-0.456626691502181	"S01"	0.456626691502181	"IS01"
"BCCIP"	"BCCIP"	0.455750567301767	-0.455750567301767	"S01"	0.455750567301767	"IS01"
"MRPS34"	"MRPS34"	0.453906521963124	-0.453906521963124	"S01"	0.453906521963124	"IS01"
"ZNF714"	"ZNF714"	0.451908030339998	-0.451908030339998	"S01"	0.451908030339998	"IS01"
"ATG12"	"ATG12"	0.451806145265927	-0.451806145265927	"S01"	0.451806145265927	"IS01"
"MRPL48"	"MRPL48"	0.449518087662825	-0.449518087662825	"S01"	0.449518087662825	"IS01"
"TPP2"	"TPP2"	0.449116068667984	-0.449116068667984	"S01"	0.449116068667984	"IS01"
"COX4I1"	"COX4I1"	0.4487351425152	-0.4487351425152	"S01"	0.4487351425152	"IS01"
"SLC7A5"	"SLC7A5"	0.448342665827105	-0.448342665827105	"S01"	0.448342665827105	"IS01"
"SNRPA"	"SNRPA"	0.44802270090581	-0.44802270090581	"S01"	0.44802270090581	"IS01"
"RHOF"	"RHOF"	0.446646197733395	-0.446646197733395	"S01"	0.446646197733395	"IS01"
"CDV3"	"CDV3"	0.445952530943581	-0.445952530943581	"S01"	0.445952530943581	"IS01"
"ITGB7"	"ITGB7"	0.445845944161139	-0.445845944161139	"S01"	0.445845944161139	"IS01"
"SIKE1"	"SIKE1"	0.443685760504222	-0.443685760504222	"S01"	0.443685760504222	"IS01"
"MEA1"	"MEA1"	0.443461362972315	-0.443461362972315	"S01"	0.443461362972315	"IS01"
"NMT1"	"NMT1"	0.44330317379389	-0.44330317379389	"S01"	0.44330317379389	"IS01"
"MTHFR"	"MTHFR"	0.442486344051415	-0.442486344051415	"S01"	0.442486344051415	"IS01"
"VPS13C"	"VPS13C"	0.441839649399701	-0.441839649399701	"S01"	0.441839649399701	"IS01"
"PET100"	"PET100"	0.441464976379049	-0.441464976379049	"S01"	0.441464976379049	"IS01"
"PJA1"	"PJA1"	0.440802029594628	-0.440802029594628	"S01"	0.440802029594628	"IS01"
"SART1"	"SART1"	0.438718045263404	-0.438718045263404	"S01"	0.438718045263404	"IS01"
"PORCN"	"PORCN"	0.436393791643087	-0.436393791643087	"S01"	0.436393791643087	"IS01"
"CHST14"	"CHST14"	0.433441213958616	-0.433441213958616	"S01"	0.433441213958616	"IS01"
"ATP2B1"	"ATP2B1"	0.432613005787564	-0.432613005787564	"S01"	0.432613005787564	"IS01"
"PPIP5K1"	"PPIP5K1"	0.432510155678077	-0.432510155678077	"S01"	0.432510155678077	"IS01"
"RPA1"	"RPA1"	0.430845208564559	-0.430845208564559	"S01"	0.430845208564559	"IS01"
"MLST8"	"MLST8"	0.430302987020951	-0.430302987020951	"S01"	0.430302987020951	"IS01"
"LSM3"	"LSM3"	0.429601684810683	-0.429601684810683	"S01"	0.429601684810683	"IS01"
"YLPM1"	"YLPM1"	0.429177603063521	-0.429177603063521	"S01"	0.429177603063521	"IS01"
"MIF4GD"	"MIF4GD"	0.429148115024891	-0.429148115024891	"S01"	0.429148115024891	"IS01"
"PTPRO"	"PTPRO"	0.429096625051943	-0.429096625051943	"S01"	0.429096625051943	"IS01"
"MCRS1"	"MCRS1"	0.428900460771271	-0.428900460771271	"S01"	0.428900460771271	"IS01"
"CCDC120"	"CCDC120"	0.425915072155298	-0.425915072155298	"S01"	0.425915072155298	"IS01"
"ZNF81"	"ZNF81"	0.424976232723275	-0.424976232723275	"S01"	0.424976232723275	"IS01"
"SH3RF3"	"SH3RF3"	0.423143284579979	-0.423143284579979	"S01"	0.423143284579979	"IS01"
"NIFK"	"NIFK"	0.421002398283462	-0.421002398283462	"S01"	0.421002398283462	"IS01"
"EIF3K"	"EIF3K"	0.419749436782605	-0.419749436782605	"S01"	0.419749436782605	"IS01"
"STRIP1"	"STRIP1"	0.419469562489006	-0.419469562489006	"S01"	0.419469562489006	"IS01"
"CHMP6"	"CHMP6"	0.419430399457608	-0.419430399457608	"S01"	0.419430399457608	"IS01"
"FBL"	"FBL"	0.419264143865451	-0.419264143865451	"S01"	0.419264143865451	"IS01"
"IMPDH2"	"IMPDH2"	0.419257129726339	-0.419257129726339	"S01"	0.419257129726339	"IS01"
"SZRD1"	"SZRD1"	0.417059173114379	-0.417059173114379	"S01"	0.417059173114379	"IS01"
"AGBL5"	"AGBL5"	0.41704325802404	-0.41704325802404	"S01"	0.41704325802404	"IS01"
"CSNK1G3"	"CSNK1G3"	0.416888492883101	-0.416888492883101	"S01"	0.416888492883101	"IS01"
"SNRNP35"	"SNRNP35"	0.414075095450538	-0.414075095450538	"S01"	0.414075095450538	"IS01"
"PCBP1"	"PCBP1"	0.414065139272493	-0.414065139272493	"S01"	0.414065139272493	"IS01"
"SRSF8"	"SRSF8"	0.410937039707689	-0.410937039707689	"S01"	0.410937039707689	"IS01"
"PSMB4"	"PSMB4"	0.410737386280326	-0.410737386280326	"S01"	0.410737386280326	"IS01"
"EXOSC10"	"EXOSC10"	0.409750505579639	-0.409750505579639	"S01"	0.409750505579639	"IS01"
"UBE2O"	"UBE2O"	0.409530384471357	-0.409530384471357	"S01"	0.409530384471357	"IS01"
"GRB2"	"GRB2"	0.407917149223727	-0.407917149223727	"S01"	0.407917149223727	"IS01"
"DEGS1"	"DEGS1"	0.407703478164144	-0.407703478164144	"S01"	0.407703478164144	"IS01"
"SLC50A1"	"SLC50A1"	0.406222442236797	-0.406222442236797	"S01"	0.406222442236797	"IS01"
"CXCR4"	"CXCR4"	0.405295582342871	-0.405295582342871	"S01"	0.405295582342871	"IS01"
"ZNF677"	"ZNF677"	0.405244821477643	-0.405244821477643	"S01"	0.405244821477643	"IS01"
"MX1"	"MX1"	0.40149453801576	-0.40149453801576	"S01"	0.40149453801576	"IS01"
"SYMPK"	"SYMPK"	0.401427797919399	-0.401427797919399	"S01"	0.401427797919399	"IS01"
"ITPA"	"ITPA"	0.401425202250726	-0.401425202250726	"S01"	0.401425202250726	"IS01"
"SLC35E2"	"SLC35E2"	0.399957935761993	-0.399957935761993	"S01"	0.399957935761993	"IS01"
"ZNF577"	"ZNF577"	0.397130649553215	-0.397130649553215	"S01"	0.397130649553215	"IS01"
"C17orf97"	"C17orf97"	0.396192926102785	-0.396192926102785	"S01"	0.396192926102785	"IS01"
"C8orf59"	"C8orf59"	0.39602784649072	-0.39602784649072	"S01"	0.39602784649072	"IS01"
"PRR4"	"PRR4"	0.395614185846151	-0.395614185846151	"S01"	0.395614185846151	"IS01"
"MRPL57"	"MRPL57"	0.395313918430544	-0.395313918430544	"S01"	0.395313918430544	"IS01"
"GLYR1"	"GLYR1"	0.394739976184125	-0.394739976184125	"S01"	0.394739976184125	"IS01"
"GGA3"	"GGA3"	0.393729052920648	-0.393729052920648	"S01"	0.393729052920648	"IS01"
"ATF4"	"ATF4"	0.393048594247057	-0.393048594247057	"S01"	0.393048594247057	"IS01"
"UBE2G2"	"UBE2G2"	0.392098992960725	-0.392098992960725	"S01"	0.392098992960725	"IS01"
"ARHGAP24"	"ARHGAP24"	0.392058300772233	-0.392058300772233	"S01"	0.392058300772233	"IS01"
"UQCC1"	"UQCC1"	0.392000778313864	-0.392000778313864	"S01"	0.392000778313864	"IS01"
"LRRC40"	"LRRC40"	0.391950597869012	-0.391950597869012	"S01"	0.391950597869012	"IS01"
"BTF3"	"BTF3"	0.391499840134101	-0.391499840134101	"S01"	0.391499840134101	"IS01"
"TBL1X"	"TBL1X"	0.391493209714379	-0.391493209714379	"S01"	0.391493209714379	"IS01"
"MAPKAPK2"	"MAPKAPK2"	0.390771471550636	-0.390771471550636	"S01"	0.390771471550636	"IS01"
"TIMMDC1"	"TIMMDC1"	0.38971225154686	-0.38971225154686	"S01"	0.38971225154686	"IS01"
"MIF"	"MIF"	0.389490784399316	-0.389490784399316	"S01"	0.389490784399316	"IS01"
"AAMP"	"AAMP"	0.389130089264586	-0.389130089264586	"S01"	0.389130089264586	"IS01"
"IFIT1"	"IFIT1"	0.38832114230282	-0.38832114230282	"S01"	0.38832114230282	"IS01"
"ZZZ3"	"ZZZ3"	0.387845917185056	-0.387845917185056	"S01"	0.387845917185056	"IS01"
