NAME	B_preGC	HRS	T_CD8	B_Memory	Plasma	DC_Conventional	T_gd	T_Treg	B_GC	T_MKI67	NK	T_CD4	DC_Plasmacytoid	Macrophage	ILC	CAF
SNAI1	5.67114542166836255	1.88814165349696039	15.60561697016331095	9.16345253438943175	3.43421155276260670	48.06772593325705145	16.23182236266841372	9.57051833543910035	3.18630516395037411	4.12377893502869775	16.34822872220595613	41.69855149947269979	41.75595410726635492	27.18030778839415262	16.33248808038145938	9.28539832053973768
SNX22	666.21007647293129139	67.06576228572120613	34.31328609239907479	667.48928842786756377	48.01887121601321695	99.36911787449749056	24.78290454178891977	13.25377690824769417	454.21510770873595675	17.36325162089664431	26.38078212989049831	19.46795049572823544	38.80236617508580821	21.08405919669199591	35.32514511394842316	15.62706686675817380
SOGA3	2.73177874636095286	147.78973917455610376	19.13385960743542213	19.65432882641114176	1.23825885326813756	1.28748326439682481	5.22059458104785534	1.00000000000000000	1.28353739735775840	9.02927889095499658	1.00000000000000000	8.85891033249779802	1.00000000000000000	1.00000000000000000	1.00000000000000000	162.28331700635916945
SORCS2	1.00000000000000000	1.00000000000000000	1.87522018085037323	1.00000000000000000	1.61915216540961548	1.51241681547871920	1.00000000000000000	1.00000000000000000	1.53981026386446596	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.88257869384383225	1.00000000000000000	122.17083866228580291
SORCS3	1.00000000000000000	11.33200162025365998	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.44513070190457205	1.00000000000000000	3.71131006823664711	1.00000000000000000	1.00000000000000000	1.00000000000000000	3.09883362651580052
SOST	1.00000000000000000	1.00000000000000000	1.40245868646438931	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	30.15521375572780016	1.00000000000000000
SOX5	18.47426091275692173	302.50841442282415983	6.22471265981412980	202.75006093681321317	11.59927182482915597	5.41635413873495253	1.00000000000000000	21.62159578102779633	74.70119691180505583	13.12497893929504933	1.00000000000000000	25.20863231975630114	2.76726818268151264	2.47271955573594626	1.00000000000000000	74.71245799714033353
SP140	1667.28603784770984930	429.71556341376788168	670.91826517505455740	2171.13977470688723770	289.18826897416710153	213.83229264194392272	450.39818429148738232	692.18930281972336616	1155.96904404166798486	531.36787879529674683	481.01892508121898118	515.68838748775635850	42.93247535063252229	92.56230302688270228	403.86569880409729194	105.61232820455826698
SP5	1.00000000000000000	17.40668203348223031	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.00000000000000000	1.23844042464323678	1.00000000000000000	23.04155144046493575
SPAG4	27.43959232405553550	84.90037019678926811	13.75468487356446801	27.16278874740313398	250.23280239415703363	5.95270539249103603	22.76885503844590630	32.80723516537591422	3.36388359074942445	19.20907572131904217	34.41164231960227227	23.22235245057273190	27.42064971255732075	9.39328645863185230	43.16759756296688977	17.26037408774917026
