"Gene"	"IS01"	"IS02"	"IS03"	"State"	"MaxFC"	"InitialState"
"AGBL2"	"AGBL2"	0.690425816572452	-0.137918893696749	-0.727561736959344	"S01"	0.690425816572452	"IS01"
"GALNT3"	"GALNT3"	0.689499273833729	-0.192385609424087	-0.675359026157971	"S01"	0.689499273833729	"IS01"
"CCNK"	"CCNK"	0.688953158286212	-0.274040630771065	-0.598144239959526	"S01"	0.688953158286212	"IS01"
"ATF2"	"ATF2"	0.687639235274797	-0.344747374218165	-0.530238646062465	"S01"	0.687639235274797	"IS01"
"ZNF90"	"ZNF90"	0.687052883995181	-0.46749159555143	-0.414460117754645	"S01"	0.687052883995181	"IS01"
"TRA2A"	"TRA2A"	0.685497587728459	-0.878793177459288	-0.0270079596308004	"S01"	0.685497587728459	"IS01"
"CHD1"	"CHD1"	0.685211565364654	-1.13423375977429	0.212777062942733	"S01"	0.685211565364654	"IS01"
"GDAP2"	"GDAP2"	0.685103390138333	-0.634232184139767	-0.255751134365455	"S01"	0.685103390138333	"IS01"
"DCAF16"	"DCAF16"	0.685084104901913	-0.525727581415011	-0.35743094532688	"S01"	0.685084104901913	"IS01"
"ICAM2"	"ICAM2"	0.683485020877326	-0.257471335363514	-0.606888905297912	"S01"	0.683485020877326	"IS01"
"RYK"	"RYK"	0.682282236118635	-0.812924171649213	-0.0847580899734651	"S01"	0.682282236118635	"IS01"
"ANKRD36B"	"ANKRD36B"	0.679930153244793	-0.732513452664918	-0.15720982571702	"S01"	0.679930153244793	"IS01"
"DOCK10"	"DOCK10"	0.679338097182532	-0.639788202595797	-0.243388479996278	"S01"	0.679338097182532	"IS01"
"THAP5"	"THAP5"	0.679175878213464	-0.571538922738304	-0.307158709313057	"S01"	0.679175878213464	"IS01"
"KIRREL3"	"KIRREL3"	0.677437167321966	0.0170848066588445	-0.856730858906577	"S01"	0.677437167321966	"IS01"
"ATG10"	"ATG10"	0.675423219726228	-0.13687011570387	-0.709926172211315	"S01"	0.675423219726228	"IS01"
"NDUFAF6"	"NDUFAF6"	0.674782776251438	-0.741687257863396	-0.142222990022989	"S01"	0.674782776251438	"IS01"
"ZC3HAV1"	"ZC3HAV1"	0.674318311716679	-1.23321869076675	0.319076617317591	"S01"	0.674318311716679	"IS01"
"WBP1L"	"WBP1L"	0.674217164783109	0.274197835184485	-1.09373243520005	"S01"	0.674217164783109	"IS01"
"CHM"	"CHM"	0.672464538345249	-0.409737223573312	-0.450490046574276	"S01"	0.672464538345249	"IS01"
"DNAJC27"	"DNAJC27"	0.670868619708076	-0.0705559913670189	-0.766431480299398	"S01"	0.670868619708076	"IS01"
"INO80D"	"INO80D"	0.670570905001169	-1.01034779475885	0.114825465120097	"S01"	0.670570905001169	"IS01"
"UBTF"	"UBTF"	0.670557952798899	-0.408498666577472	-0.44928485166727	"S01"	0.670557952798899	"IS01"
"ST6GALNAC3"	"ST6GALNAC3"	0.669841086967276	-0.390504830545029	-0.465261220038834	"S01"	0.669841086967276	"IS01"
"GID8"	"GID8"	0.668699881698021	-0.538800887673882	-0.324843807472795	"S01"	0.668699881698021	"IS01"
"CNOT11"	"CNOT11"	0.66823471071591	-0.558690547643	-0.305623503741605	"S01"	0.66823471071591	"IS01"
"EXOC8"	"EXOC8"	0.667722656100163	-1.06203308083798	0.166805967516991	"S01"	0.667722656100163	"IS01"
"PTCD3"	"PTCD3"	0.667130357101825	-0.910323727089656	0.0253405203958452	"S01"	0.667130357101825	"IS01"
"OTOA"	"OTOA"	0.666899823394724	-0.151639982992229	-0.685504298194583	"S01"	0.666899823394724	"IS01"
"POC5"	"POC5"	0.664073606120042	-0.663619751002572	-0.202107022068502	"S01"	0.664073606120042	"IS01"
"ABHD11"	"ABHD11"	0.663731477902123	0.246170123245671	-1.05444843966379	"S01"	0.663731477902123	"IS01"
"CHD8"	"CHD8"	0.663730768689855	-0.712343475083952	-0.156011736577438	"S01"	0.663730768689855	"IS01"
"UBE2V1"	"UBE2V1"	0.663349929859546	-0.843752904625094	-0.0323661647440519	"S01"	0.663349929859546	"IS01"
"CSE1L"	"CSE1L"	0.663143242407528	-0.464606385817993	-0.38749200985356	"S01"	0.663143242407528	"IS01"
"EXOSC6"	"EXOSC6"	0.660432522406743	-1.10389526573888	0.215091554608868	"S01"	0.660432522406743	"IS01"
"GPR171"	"GPR171"	0.658822925447836	-0.480332723291691	-0.3673897446214	"S01"	0.658822925447836	"IS01"
"SCMH1"	"SCMH1"	0.658767592745996	0.0282142798682001	-0.843993337540723	"S01"	0.658767592745996	"IS01"
"LBHD1"	"LBHD1"	0.658219390787057	-0.558344987420962	-0.293518136083606	"S01"	0.658219390787057	"IS01"
"RDH10"	"RDH10"	0.65681129633163	-0.403689345087639	-0.436732781049073	"S01"	0.65681129633163	"IS01"
"PKHD1"	"PKHD1"	0.655742593904293	-0.293791022297824	-0.538416602759904	"S01"	0.655742593904293	"IS01"
"RABL2A"	"RABL2A"	0.652943683590483	-0.737991842805424	-0.118583909655357	"S01"	0.652943683590483	"IS01"
"NRXN1"	"NRXN1"	0.652008148598468	-0.160765030122651	-0.658470241080172	"S01"	0.652008148598468	"IS01"
"RORA"	"RORA"	0.649577229958696	-0.566038248070609	-0.275581930925293	"S01"	0.649577229958696	"IS01"
"ZNF717"	"ZNF717"	0.647700739809994	-0.376701698895992	-0.450722459613823	"S01"	0.647700739809994	"IS01"
"NAA16"	"NAA16"	0.647549951715214	-0.661865035595923	-0.183245476513073	"S01"	0.647549951715214	"IS01"
"ASXL1"	"ASXL1"	0.647372635567068	-1.16333654840628	0.287014827272511	"S01"	0.647372635567068	"IS01"
"SNRPE"	"SNRPE"	0.645861382685067	-0.52734640703897	-0.307237180574911	"S01"	0.645861382685067	"IS01"
"ZNF257"	"ZNF257"	0.645831660471018	-0.697185168617663	-0.14800669750987	"S01"	0.645831660471018	"IS01"
"ITPR1"	"ITPR1"	0.645217128936676	-0.673389531420269	-0.169548220876204	"S01"	0.645217128936676	"IS01"
"USP9X"	"USP9X"	0.645207218847172	-0.868508623263382	0.0133534829738593	"S01"	0.645207218847172	"IS01"
"NBPF11"	"NBPF11"	0.644628598460081	-0.900078381680841	0.0436625928312974	"S01"	0.644628598460081	"IS01"
"ZNF558"	"ZNF558"	0.643110760561252	-0.246423030747985	-0.567139231294571	"S01"	0.643110760561252	"IS01"
"NCOA7"	"NCOA7"	0.643037215167333	-0.326070397592509	-0.492392735381638	"S01"	0.643037215167333	"IS01"
"HELLS"	"HELLS"	0.643009674564991	-0.764918339955876	-0.0810167532621848	"S01"	0.643009674564991	"IS01"
"NGLY1"	"NGLY1"	0.642064997367433	-1.16491502118362	0.295081279533214	"S01"	0.642064997367433	"IS01"
"CYTH1"	"CYTH1"	0.641012462078184	-1.14679667885723	0.279404783084816	"S01"	0.641012462078184	"IS01"
"SMIM8"	"SMIM8"	0.640907784486412	-0.766779593353222	-0.0766636601398034	"S01"	0.640907784486412	"IS01"
"TAF1D"	"TAF1D"	0.640624887131609	-1.18064655931124	0.31161400905661	"S01"	0.640624887131609	"IS01"
"SH2D3A"	"SH2D3A"	0.639233539025087	-0.467297906316896	-0.35529663367826	"S01"	0.639233539025087	"IS01"
"ERMARD"	"ERMARD"	0.637211196024921	-0.809876286979136	-0.031680622713162	"S01"	0.637211196024921	"IS01"
"FKBP5"	"FKBP5"	0.636837219670971	-0.402107063464905	-0.413427547033393	"S01"	0.636837219670971	"IS01"
"ZNF382"	"ZNF382"	0.635916512191698	-0.454251933438486	-0.363408394898695	"S01"	0.635916512191698	"IS01"
"TBC1D19"	"TBC1D19"	0.634700774884561	-0.125023680188251	-0.670492497885414	"S01"	0.634700774884561	"IS01"
"CASC4"	"CASC4"	0.634660501437536	-0.152338012566474	-0.644840194563592	"S01"	0.634660501437536	"IS01"
"ZFP36L2"	"ZFP36L2"	0.63455355895228	-0.44682349302061	-0.368679775144822	"S01"	0.63455355895228	"IS01"
"ADSL"	"ADSL"	0.633640265378732	-0.556524553896247	-0.264721143496041	"S01"	0.633640265378732	"IS01"
"SMIM10L2A"	"SMIM10L2A"	0.63289552637959	-0.0644342673170861	-0.725043924055921	"S01"	0.63289552637959	"IS01"
"GPR34"	"GPR34"	0.632797694825002	-0.0594261340465301	-0.729616745767699	"S01"	0.632797694825002	"IS01"
"ANKRD11"	"ANKRD11"	0.631306046027894	-0.785171480886651	-0.047508536860519	"S01"	0.631306046027894	"IS01"
"TRIM27"	"TRIM27"	0.630753269991438	-0.83400154208414	-0.00105304006435406	"S01"	0.630753269991438	"IS01"
"HTR1F"	"HTR1F"	0.628599850317405	0.152934203335991	-0.923457115942458	"S01"	0.628599850317405	"IS01"
"TBC1D10C"	"TBC1D10C"	0.627131575057253	-0.944589654735371	0.107098240207971	"S01"	0.627131575057253	"IS01"
"MST1R"	"MST1R"	0.625231410720842	-0.17264141898009	-0.614107622978773	"S01"	0.625231410720842	"IS01"
"RAB8B"	"RAB8B"	0.622352588255416	-0.350676415986166	-0.443658822178377	"S01"	0.622352588255416	"IS01"
"NAV2"	"NAV2"	0.621387955932086	0.0811000459020226	-0.847175238478011	"S01"	0.621387955932086	"IS01"
"COG1"	"COG1"	0.621212018549203	-0.455275687355091	-0.344200154245606	"S01"	0.621212018549203	"IS01"
"MYH3"	"MYH3"	0.619501720802504	-0.00309238863080524	-0.765918956473037	"S01"	0.619501720802504	"IS01"
"ZNF814"	"ZNF814"	0.619002426406226	-1.0154639577926	0.183618761171546	"S01"	0.619002426406226	"IS01"
"STAMBP"	"STAMBP"	0.618313992510369	-0.526289681784617	-0.2740406547874	"S01"	0.618313992510369	"IS01"
"PICK1"	"PICK1"	0.618152118152975	-0.0731551266425072	-0.698572723652567	"S01"	0.618152118152975	"IS01"
"KCNC4"	"KCNC4"	0.615184426642106	-0.475502246850445	-0.317760960203717	"S01"	0.615184426642106	"IS01"
"R3HDM2"	"R3HDM2"	0.614962321512771	-0.227920496607098	-0.549549127826861	"S01"	0.614962321512771	"IS01"
"BICD1"	"BICD1"	0.613235117669008	-0.8061097477576	-0.0054561545423636	"S01"	0.613235117669008	"IS01"
"UBXN8"	"UBXN8"	0.612684801093649	0.0234953974430264	-0.782380299473359	"S01"	0.612684801093649	"IS01"
"DCUN1D4"	"DCUN1D4"	0.611597875991255	-0.256356326464336	-0.518720237535682	"S01"	0.611597875991255	"IS01"
"STX8"	"STX8"	0.610359228953544	-0.365777946307227	-0.414619760105657	"S01"	0.610359228953544	"IS01"
"CSNK2A2"	"CSNK2A2"	0.609787169278418	-0.626483314800437	-0.169544958314345	"S01"	0.609787169278418	"IS01"
"TMEM130"	"TMEM130"	0.609739997683302	0.0972130602676689	-0.847822905466979	"S01"	0.609739997683302	"IS01"
"MX2"	"MX2"	0.609237833800361	-0.521541700882455	-0.267227295763844	"S01"	0.609237833800361	"IS01"
"STRBP"	"STRBP"	0.608797458235959	-0.881616498988037	0.0708252289443884	"S01"	0.608797458235959	"IS01"
"RPL19"	"RPL19"	0.607640896602818	0.0115354450505656	-0.764910358922574	"S01"	0.607640896602818	"IS01"
"HERC4"	"HERC4"	0.606929718110626	-1.24525921210599	0.413993434683422	"S01"	0.606929718110626	"IS01"
"PPP1R11"	"PPP1R11"	0.606482910925478	0.00464036164986502	-0.757010356073914	"S01"	0.606482910925478	"IS01"
"EIF3L"	"EIF3L"	0.603458738377838	-0.435277187317824	-0.340912911139095	"S01"	0.603458738377838	"IS01"
"ATF1"	"ATF1"	0.603264702278144	-0.248863535567066	-0.515401712566368	"S01"	0.603264702278144	"IS01"
"ARHGAP25"	"ARHGAP25"	0.602914818845385	-0.641462959841578	-0.146975445302481	"S01"	0.602914818845385	"IS01"
"PCDHA6"	"PCDHA6"	0.60278482979899	-0.0362187467013319	-0.714122803976358	"S01"	0.60278482979899	"IS01"
"BCDIN3D"	"BCDIN3D"	0.60255617410251	-0.460289878763292	-0.316347861327436	"S01"	0.60255617410251	"IS01"
"SCYL3"	"SCYL3"	0.602385093584282	-0.689212776486785	-0.101561092026099	"S01"	0.602385093584282	"IS01"
"C17orf75"	"C17orf75"	0.602302434293785	-0.237670390410545	-0.524699093827076	"S01"	0.602302434293785	"IS01"
"CARD8"	"CARD8"	0.602178244384018	-1.21059012744438	0.387394041810603	"S01"	0.602178244384018	"IS01"
"PCBP3"	"PCBP3"	0.601229443254379	-0.337213147381054	-0.430063874624617	"S01"	0.601229443254379	"IS01"
"TIAL1"	"TIAL1"	0.599793041680438	-0.94775424673894	0.143992302624252	"S01"	0.599793041680438	"IS01"
"GNG5"	"GNG5"	0.599468987025453	0.084591670824438	-0.823246012676716	"S01"	0.599468987025453	"IS01"
"CHIT1"	"CHIT1"	0.599229876546758	-0.266932075854398	-0.493458351189946	"S01"	0.599229876546758	"IS01"
"TRIM13"	"TRIM13"	0.598991901974104	-0.578369598716269	-0.201245796359736	"S01"	0.598991901974104	"IS01"
"CYP20A1"	"CYP20A1"	0.597599982005733	-0.216321227669701	-0.538874268542352	"S01"	0.597599982005733	"IS01"
"PIK3R1"	"PIK3R1"	0.596970364911946	-0.173409281175252	-0.578315206407367	"S01"	0.596970364911946	"IS01"
"CDKN2C"	"CDKN2C"	0.595450408892516	-0.066577441464647	-0.676564728979234	"S01"	0.595450408892516	"IS01"
"CCDC28B"	"CCDC28B"	0.595339793617484	0.184002602685394	-0.911301625023564	"S01"	0.595339793617484	"IS01"
"POLA2"	"POLA2"	0.59432024896001	-0.565142482867073	-0.207846221036221	"S01"	0.59432024896001	"IS01"
"AQP3"	"AQP3"	0.594125332878615	-0.0604173590686628	-0.680694256035141	"S01"	0.594125332878615	"IS01"
"SLC35F3"	"SLC35F3"	0.594106950211864	-0.384318007671044	-0.377072259226537	"S01"	0.594106950211864	"IS01"
"PIK3CD"	"PIK3CD"	0.593001478006616	-0.645542615136589	-0.130848784728616	"S01"	0.593001478006616	"IS01"
"TIMM23"	"TIMM23"	0.592822111812999	0.0965019463649127	-0.826160832648999	"S01"	0.592822111812999	"IS01"
"AKAP13"	"AKAP13"	0.592471414657483	-0.82065729774708	0.0339478710370075	"S01"	0.592471414657483	"IS01"
"SSBP1"	"SSBP1"	0.592225566593442	-0.431573125115358	-0.33044415568419	"S01"	0.592225566593442	"IS01"
"PTCH1"	"PTCH1"	0.590854577682727	-0.0968500610470086	-0.64248599417131	"S01"	0.590854577682727	"IS01"
"ALG1"	"ALG1"	0.588135309348877	-0.0442583449165791	-0.688406681694633	"S01"	0.588135309348877	"IS01"
"ATAT1"	"ATAT1"	0.587020242859572	-0.271022094631924	-0.474472218392383	"S01"	0.587020242859572	"IS01"
"RPP25L"	"RPP25L"	0.586854493714172	0.372048451569467	-1.07703064965313	"S01"	0.586854493714172	"IS01"
"RTN4R"	"RTN4R"	0.58666392772296	0.186269471127436	-0.902659438510107	"S01"	0.58666392772296	"IS01"
"NDUFS4"	"NDUFS4"	0.585327215412158	0.502985475392344	-1.19786540295617	"S01"	0.585327215412158	"IS01"
"MARCH7"	"MARCH7"	0.584230489892833	-0.847911651979398	0.069721174085197	"S01"	0.584230489892833	"IS01"
"COX16"	"COX16"	0.583780803219171	0.0956980877057311	-0.814186862499875	"S01"	0.583780803219171	"IS01"
"NUTM2D"	"NUTM2D"	0.580616576618038	0.0855384277261454	-0.800737103979257	"S01"	0.580616576618038	"IS01"
"TBCC"	"TBCC"	0.57974331467205	-0.462714967179024	-0.285763429257112	"S01"	0.57974331467205	"IS01"
"ING5"	"ING5"	0.579186919621785	-0.372657271090603	-0.369485982901542	"S01"	0.579186919621785	"IS01"
"SMPD2"	"SMPD2"	0.578497395877344	-0.120836461412106	-0.604667435440423	"S01"	0.578497395877344	"IS01"
"IRF9"	"IRF9"	0.577818456973845	-0.196508882900171	-0.532895434141455	"S01"	0.577818456973845	"IS01"
"BBX"	"BBX"	0.577621096718746	-0.67205117088907	-0.0869142863480956	"S01"	0.577621096718746	"IS01"
"MICU3"	"MICU3"	0.577465296654722	0.22211953025676	-0.924846748368293	"S01"	0.577465296654722	"IS01"
"ZNF680"	"ZNF680"	0.57587202699052	-0.908214086042547	0.136617035187828	"S01"	0.57587202699052	"IS01"
"GMFG"	"GMFG"	0.574877025754449	-0.521807452278907	-0.224335557318739	"S01"	0.574877025754449	"IS01"
"BCL11B"	"BCL11B"	0.57352796170913	-0.960538471587063	0.188570874734036	"S01"	0.57352796170913	"IS01"
"VTI1A"	"VTI1A"	0.573395121395517	-0.67887620380405	-0.0752724895394724	"S01"	0.573395121395517	"IS01"
"TMEM177"	"TMEM177"	0.573313395896922	-0.599396794287563	-0.149668860205387	"S01"	0.573313395896922	"IS01"
"HMGB1"	"HMGB1"	0.573275871483152	-0.195479045612917	-0.52822325815217	"S01"	0.573275871483152	"IS01"
"ZNF594"	"ZNF594"	0.569848426073683	-1.09084957401846	0.315280727790245	"S01"	0.569848426073683	"IS01"
"CDK5R1"	"CDK5R1"	0.568442257016961	-0.7710808674875	0.0172995961447265	"S01"	0.568442257016961	"IS01"
"ZCCHC3"	"ZCCHC3"	0.568389624897618	-0.541251992031421	-0.198058732840641	"S01"	0.568389624897618	"IS01"
"TIGD3"	"TIGD3"	0.568221616223283	0.273963756521629	-0.961969834536974	"S01"	0.568221616223283	"IS01"
"YAF2"	"YAF2"	0.567270434776528	-0.910691465526876	0.149613933816771	"S01"	0.567270434776528	"IS01"
"UNK"	"UNK"	0.567162827791307	-0.87043041663561	0.112009912499209	"S01"	0.567162827791307	"IS01"
"ZNF547"	"ZNF547"	0.565081570737835	0.103526097055213	-0.798318000411868	"S01"	0.565081570737835	"IS01"
"SREBF2"	"SREBF2"	0.564942715055621	-0.586928954098266	-0.150967010768943	"S01"	0.564942715055621	"IS01"
"CCT8"	"CCT8"	0.563528720840076	-0.668302000296814	-0.0729394663825786	"S01"	0.563528720840076	"IS01"
"GALNT8"	"GALNT8"	0.563515040652019	0.108789551870968	-0.801307448072843	"S01"	0.563515040652019	"IS01"
"CCDC134"	"CCDC134"	0.562544145853001	-0.0386405580371611	-0.66191306649385	"S01"	0.562544145853001	"IS01"
"RFC1"	"RFC1"	0.562209474510454	-1.16463412852829	0.393920744128358	"S01"	0.562209474510454	"IS01"
"SLC25A23"	"SLC25A23"	0.560185490267838	-0.327096922585796	-0.388609435982746	"S01"	0.560185490267838	"IS01"
"PRPF40A"	"PRPF40A"	0.560018286169831	-0.00169874333810181	-0.693404783183313	"S01"	0.560018286169831	"IS01"
"TMA16"	"TMA16"	0.559871817225655	-0.368312714481678	-0.349587693786391	"S01"	0.559871817225655	"IS01"
"RSAD1"	"RSAD1"	0.558867843788646	-0.314693805601384	-0.39859991655692	"S01"	0.558867843788646	"IS01"
"ACBD7"	"ACBD7"	0.557025471545106	0.0956242673608776	-0.780913616429563	"S01"	0.557025471545106	"IS01"
"PCNP"	"PCNP"	0.555975273218151	-0.674287422030286	-0.0579551771107196	"S01"	0.555975273218151	"IS01"
"U2SURP"	"U2SURP"	0.555442103826047	-1.18390618940528	0.42038335010744	"S01"	0.555442103826047	"IS01"
"GRAPL"	"GRAPL"	0.554807350643391	-0.937300442538275	0.190022118674733	"S01"	0.554807350643391	"IS01"
"PPP5C"	"PPP5C"	0.554166043912058	-0.300886633901756	-0.405706627277536	"S01"	0.554166043912058	"IS01"
"TUBD1"	"TUBD1"	0.554049093986564	-0.70349223064295	-0.0281904315071705	"S01"	0.554049093986564	"IS01"
"TMEM80"	"TMEM80"	0.553042886047507	-0.622329071136667	-0.103017711562196	"S01"	0.553042886047507	"IS01"
"RASEF"	"RASEF"	0.552064357188256	-0.544645354719394	-0.174617983727988	"S01"	0.552064357188256	"IS01"
"CYP4F22"	"CYP4F22"	0.55151507693856	0.272873995698583	-0.940215134185956	"S01"	0.55151507693856	"IS01"
"IKZF5"	"IKZF5"	0.551481287664717	-0.565673426233252	-0.154184306769262	"S01"	0.551481287664717	"IS01"
"PIGH"	"PIGH"	0.551139644231414	-0.0599396085831863	-0.627795720237423	"S01"	0.551139644231414	"IS01"
"TAF1"	"TAF1"	0.550965723255818	-0.938077256592493	0.195517801620216	"S01"	0.550965723255818	"IS01"
"PDHB"	"PDHB"	0.550781680799683	-0.186777287846542	-0.50846373918755	"S01"	0.550781680799683	"IS01"
"LEO1"	"LEO1"	0.549852700701266	-0.43617687318027	-0.273543148573113	"S01"	0.549852700701266	"IS01"
"RPS29"	"RPS29"	0.549537251612465	-0.649012875432742	-0.0736558142023293	"S01"	0.549537251612465	"IS01"
"GLG1"	"GLG1"	0.54953289274941	-0.426842777147846	-0.281895311680916	"S01"	0.54953289274941	"IS01"
"SLC9A3R1"	"SLC9A3R1"	0.5494527133649	-0.328480094546781	-0.373993307224671	"S01"	0.5494527133649	"IS01"
"QSER1"	"QSER1"	0.549404613972286	-0.34620523628738	-0.357319450449515	"S01"	0.549404613972286	"IS01"
"SPTLC3"	"SPTLC3"	0.548552380419576	0.281145118563742	-0.944291056747118	"S01"	0.548552380419576	"IS01"
"SLC30A3"	"SLC30A3"	0.546046379726779	-0.299467747850391	-0.396959868849591	"S01"	0.546046379726779	"IS01"
"PSD4"	"PSD4"	0.545466229235323	-1.0036671907858	0.263821698899205	"S01"	0.545466229235323	"IS01"
"NINJ2"	"NINJ2"	0.545172821281363	-0.0482494763065027	-0.63134815739408	"S01"	0.545172821281363	"IS01"
"ECE1"	"ECE1"	0.543735855780448	-0.199697931025168	-0.487608887380863	"S01"	0.543735855780448	"IS01"
"NOL4L"	"NOL4L"	0.543570066445473	-0.327085541865023	-0.367999936381925	"S01"	0.543570066445473	"IS01"
"RNF19A"	"RNF19A"	0.542847599527024	-1.08949117723518	0.347516190758984	"S01"	0.542847599527024	"IS01"
"RPS3"	"RPS3"	0.542517293630573	-0.219088260978158	-0.467921638870836	"S01"	0.542517293630573	"IS01"
"MED30"	"MED30"	0.542511554922356	0.111689829403472	-0.777960077486954	"S01"	0.542511554922356	"IS01"
"PHF7"	"PHF7"	0.540320991398905	0.0133578530657506	-0.683072813424487	"S01"	0.540320991398905	"IS01"
"FIP1L1"	"FIP1L1"	0.53880719436295	-0.821522557932265	0.101357571781237	"S01"	0.53880719436295	"IS01"
"EPHA4"	"EPHA4"	0.538733283341453	-0.0670342846302555	-0.605749112764053	"S01"	0.538733283341453	"IS01"
"CDK17"	"CDK17"	0.537899529538117	-0.784457782757331	0.0677423802289401	"S01"	0.537899529538117	"IS01"
"IFT80"	"IFT80"	0.537234699825743	-0.801391460682645	0.0844397587478535	"S01"	0.537234699825743	"IS01"
"RAB15"	"RAB15"	0.537121236410734	-0.31682980128778	-0.36960970358073	"S01"	0.537121236410734	"IS01"
"LEPROTL1"	"LEPROTL1"	0.536679379214996	-0.926113198918396	0.202033347174074	"S01"	0.536679379214996	"IS01"
"ADARB2"	"ADARB2"	0.536118916686888	0.280846093212416	-0.928580526426477	"S01"	0.536118916686888	"IS01"
"UBL3"	"UBL3"	0.536050700006323	-0.380876227638609	-0.308249020027499	"S01"	0.536050700006323	"IS01"
"RPS26"	"RPS26"	0.535603602134665	0.265178449015273	-0.913255381241837	"S01"	0.535603602134665	"IS01"
"APPBP2"	"APPBP2"	0.535231618453162	-0.447288452102817	-0.244982883921284	"S01"	0.535231618453162	"IS01"
"ARL15"	"ARL15"	0.534419966759054	0.122966369207623	-0.778487957235191	"S01"	0.534419966759054	"IS01"
"PHYKPL"	"PHYKPL"	0.534274147821796	-1.084744203717	0.35370662174279	"S01"	0.534274147821796	"IS01"
"PLP2"	"PLP2"	0.533603331742986	0.364983695392778	-1.00432264128624	"S01"	0.533603331742986	"IS01"
"MAGOH"	"MAGOH"	0.531638662827214	-0.165441994081399	-0.504704801922376	"S01"	0.531638662827214	"IS01"
"ZNF407"	"ZNF407"	0.530092403139894	-1.05460593509625	0.33064701378612	"S01"	0.530092403139894	"IS01"
"WNT10A"	"WNT10A"	0.529316633340928	-0.495682350784882	-0.192281572863481	"S01"	0.529316633340928	"IS01"
"TMEM8B"	"TMEM8B"	0.527728778714274	0.225810816511782	-0.866582377892632	"S01"	0.527728778714274	"IS01"
"ATP8B2"	"ATP8B2"	0.527472056107484	-0.391198841995969	-0.287927090096143	"S01"	0.527472056107484	"IS01"
"PPP1R12A"	"PPP1R12A"	0.527362844660019	-0.365708700198667	-0.311684024981603	"S01"	0.527362844660019	"IS01"
"SLC12A2"	"SLC12A2"	0.527211507558571	-0.472336763770681	-0.211551388638061	"S01"	0.527211507558571	"IS01"
"HSPA1L"	"HSPA1L"	0.527204219411154	-0.318847941852698	-0.355410783777667	"S01"	0.527204219411154	"IS01"
"SCAP"	"SCAP"	0.527167045942137	-0.241107969572415	-0.428232031974559	"S01"	0.527167045942137	"IS01"
"BMI1"	"BMI1"	0.52605190197599	-0.52189751198197	-0.163657911848072	"S01"	0.52605190197599	"IS01"
"WDR60"	"WDR60"	0.524368731803794	0.403232200414457	-1.02871342880367	"S01"	0.524368731803794	"IS01"
"PTCD1"	"PTCD1"	0.521754490318042	0.158191494969636	-0.795787059337748	"S01"	0.521754490318042	"IS01"
"MARK3"	"MARK3"	0.521501111300871	-0.878372026396629	0.176121118523737	"S01"	0.521501111300871	"IS01"
"IP6K2"	"IP6K2"	0.519592481945112	-0.717914162160944	0.0280891003295156	"S01"	0.519592481945112	"IS01"
"PITRM1"	"PITRM1"	0.519213119902086	-0.269640496110707	-0.391616842760473	"S01"	0.519213119902086	"IS01"
"GMCL1"	"GMCL1"	0.518448031787677	-0.612652412562962	-0.0691547547393084	"S01"	0.518448031787677	"IS01"
"LENG8"	"LENG8"	0.517399089102203	-0.594611700942107	-0.0847629447377959	"S01"	0.517399089102203	"IS01"
"GRAMD1C"	"GRAMD1C"	0.516976205609174	0.0850227655616617	-0.721274430293854	"S01"	0.516976205609174	"IS01"
"KCNK12"	"KCNK12"	0.516293612730068	-0.217205139642951	-0.437142469409364	"S01"	0.516293612730068	"IS01"
"DENND1C"	"DENND1C"	0.515940452024354	-0.801483263415277	0.110952514990933	"S01"	0.515940452024354	"IS01"
"SPDYE3"	"SPDYE3"	0.515866352679299	-0.329533438325469	-0.331324450193799	"S01"	0.515866352679299	"IS01"
"PITPNM2"	"PITPNM2"	0.515396916095289	-0.173145847883343	-0.47732738660253	"S01"	0.515396916095289	"IS01"
"RASAL3"	"RASAL3"	0.514973286692908	-0.757234629568667	0.0706775767654156	"S01"	0.514973286692908	"IS01"
"CCDC146"	"CCDC146"	0.514271783715933	-0.439882993483932	-0.225912490400133	"S01"	0.514271783715933	"IS01"
"IMMP2L"	"IMMP2L"	0.512410647238584	-0.0845275010177085	-0.556685270946727	"S01"	0.512410647238584	"IS01"
"GPR174"	"GPR174"	0.512337486340893	-0.328029953923421	-0.328354285496545	"S01"	0.512337486340893	"IS01"
"CAPRIN2"	"CAPRIN2"	0.512084960284182	-0.588254636317699	-0.0841265907443501	"S01"	0.512084960284182	"IS01"
"ARIH2OS"	"ARIH2OS"	0.512064622223815	-0.160365529523565	-0.485171197229176	"S01"	0.512064622223815	"IS01"
"ARL17B"	"ARL17B"	0.511436404623309	-0.273025051562576	-0.378793321623435	"S01"	0.511436404623309	"IS01"
"RGS1"	"RGS1"	0.510737701935521	-0.463525417783573	-0.199366041345634	"S01"	0.510737701935521	"IS01"
"EBLN2"	"EBLN2"	0.509694494518862	-0.822668498802109	0.138561294283411	"S01"	0.509694494518862	"IS01"
"GFM2"	"GFM2"	0.506302129382069	-0.407128367506249	-0.246723574499355	"S01"	0.506302129382069	"IS01"
"CDC26"	"CDC26"	0.505567087046953	0.0213465046820754	-0.647430265407565	"S01"	0.505567087046953	"IS01"
"EWSR1"	"EWSR1"	0.504488206379929	-0.872550451124848	0.191777879546946	"S01"	0.504488206379929	"IS01"
