"ID"	"State"	"InitialState"
"1"	"cHL01"	"S01"	"IS01"
"2"	"cHL02"	"S01"	"IS01"
"3"	"cHL03"	"S01"	"IS01"
"4"	"cHL04"	"S01"	"IS01"
"5"	"cHL07"	"S01"	"IS01"
"6"	"cHL08"	"S01"	"IS01"
"7"	"cHL09"	"S01"	"IS01"
"8"	"cHL103"	"S01"	"IS01"
"9"	"cHL108"	"S01"	"IS01"
"10"	"cHL109"	"S01"	"IS01"
"11"	"cHL11"	"S01"	"IS01"
"12"	"cHL111"	"S01"	"IS01"
"13"	"cHL117"	"S01"	"IS01"
"14"	"cHL118"	"S01"	"IS01"
"15"	"cHL12"	"S01"	"IS01"
"16"	"cHL120"	"S01"	"IS01"
"17"	"cHL122"	"S01"	"IS01"
"18"	"cHL13"	"S01"	"IS01"
"19"	"cHL14"	"S01"	"IS01"
"20"	"cHL16"	"S01"	"IS01"
"21"	"cHL19"	"S01"	"IS01"
"22"	"cHL21"	"S01"	"IS01"
"23"	"cHL22"	"S01"	"IS01"
"24"	"cHL26"	"S01"	"IS01"
"25"	"cHL32"	"S01"	"IS01"
"26"	"cHL33"	"S01"	"IS01"
"27"	"cHL36"	"S01"	"IS01"
"28"	"cHL39"	"S01"	"IS01"
"29"	"cHL42"	"S01"	"IS01"
"30"	"cHL47"	"S01"	"IS01"
"31"	"cHL48"	"S01"	"IS01"
"32"	"cHL49"	"S01"	"IS01"
"33"	"cHL54"	"S01"	"IS01"
"34"	"cHL55"	"S01"	"IS01"
"35"	"cHL56"	"S01"	"IS01"
"36"	"cHL57"	"S01"	"IS01"
"37"	"cHL58"	"S01"	"IS01"
"38"	"cHL59"	"S01"	"IS01"
"39"	"cHL60"	"S01"	"IS01"
"40"	"cHL63"	"S01"	"IS01"
"41"	"cHL64"	"S01"	"IS01"
"42"	"cHL68"	"S01"	"IS01"
"43"	"cHL69"	"S01"	"IS01"
"44"	"cHL70"	"S01"	"IS01"
"45"	"cHL71"	"S01"	"IS01"
"46"	"cHL74"	"S01"	"IS01"
"47"	"HL001"	"S01"	"IS01"
"48"	"HL003"	"S01"	"IS01"
"49"	"HL005"	"S01"	"IS01"
"50"	"HL006"	"S01"	"IS01"
"51"	"HL007"	"S01"	"IS01"
