"cHL04"	"cHL05"	"cHL06"	"cHL10"	"cHL11"	"cHL15"	"cHL17"	"cHL20"	"cHL22"	"cHL29"	"cHL32"	"cHL35"	"cHL36"	"cHL39"	"cHL40"	"cHL41"	"cHL42"	"cHL45"	"cHL46"	"cHL49"	"cHL52"	"cHL53"	"cHL54"	"cHL56"	"cHL57"	"cHL58"	"cHL62"	"cHL63"	"cHL69"	"cHL70"	"cHL71"	"cHL72"	"cHL73"	"cHL78"	"HL002"	"HL004"	"HL006"	"HL009"	"HL013"	"HL031"	"HL359"	"HL363"	"HL382"	"HL383"	"HL391"	"HL417"	"cHL139"	"cHL144"	"cHL146"	"cHL147"	"cHL148"	"cHL149"	"cHL156"	"cHL158"	"cHL165"	"cHL166"	"cHL169"	"cHL174"	"cHL175"	"cHL100"	"cHL101"	"cHL102"	"cHL103"	"cHL104"	"cHL110"	"cHL111"	"cHL113"	"cHL114"	"cHL117"	"cHL120"	"cHL121"	"cHL43"	"cHL61"	"cHL64"	"cHL67"	"cHL74"	"cHL77"	"cHL90"	"cHL92"	"HL347"	"HL353"	"HL357"	"HL360"	"HL368"	"HL370"	"HL376"	"HL378"	"HL387"	"cHL124"	"cHL151"	"cHL154"	"cHL168"	"cHL170"	"cHL176"	"cHL178"
"HILPDA"	0.670749407148538	0.703061386390267	0.323820875314008	1.059259973505	1.07890050158561	1.13308295828799	1.30860164571193	1.06496550096846	1.0926032646131	1.18720684986768	0.606202275156578	1.01225208524648	0.521835050123391	0.725553212533815	0.167696605181221	0.686786390119157	0.597632379940349	-1.21436071260574	1.20518614599254	1.04714230431543	0.298969250371636	0.699857260588208	1.02109893192397	1.15695539914544	1.1058554050507	1.0384165645465	1.04914108627385	0.997152307239538	1.18064923532369	-0.311085238088401	0.362304746144674	1.16759728685742	1.1500061373458	1.10560807595739	0.657390904035043	1.14995562852828	1.09342962106973	1.16279030530981	1.05774051161491	1.04264662961776	1.09349138865453	1.12456322707694	0.713155129849037	0.620080041781113	1.16182086121584	1.15565200775114	0.339972710288312	0.995983196250679	1.08235039411191	-0.950704766131444	1.07909810981912	0.0913659292221528	1.25813357247256	1.00667510975468	1.03395076093921	1.07534764174697	1.08005874419658	0.206217568657874	-0.586591755138976	-1.05966995704853	-1.1446431446205	-0.89282895725858	-1.27314284317748	-1.091831812559	0.0346497130588336	-0.0919511377992016	-1.28683002072764	-0.888597756110344	0.43526965544481	-0.216700486275343	-1.12205325887604	-0.597873866712928	-0.255404071727353	-0.814806019260321	0.468725321995184	-1.85987243831323	0.250688383472852	-0.250976268843164	-1.76551122652041	1.03343047076606	0.679539054295468	0.14647755048426	0.0370708406808272	-0.972301145301217	0.894014061716541	1.16790414053236	-1.06300037409624	-0.199089229032374	-1.14994276268908	-1.12212411790312	-1.55170541473816	-1.24696859868185	-0.929747129949332	0.346817856330941	-0.341086232028527
"PRR16"	0.253610606313045	-1.14511775228771	1.26582291450394	1.23433257737346	0.680557743747628	1.43865507484753	1.13065328802401	1.54429672278329	0.591622381987794	1.28180602017689	1.10263350623944	1.30063534899452	1.21374178578891	-0.257118028101233	1.17271617796177	1.12325051833737	0.562407249310726	-1.36011094757277	1.4476897397811	1.09360127754312	0.0891223723600741	1.3097295041776	1.33793793228349	1.41772365800823	1.20133390313337	1.14376722383087	1.15203159183627	-0.000924549017941484	1.20587417964482	0.678421445183459	1.14816324260624	1.16312518902849	1.04897296715459	-1.30106480162011	0.564398228970232	1.43711176092883	1.22345631919914	1.48308606050464	1.14883004078269	0.307482032944835	-0.0157120649591876	1.37299286803213	0.545183952547396	1.34074433652895	1.16223061241894	1.12806833062415	1.0449834768458	1.14399053202013	1.26351505364095	1.08156272404927	-1.2394626698197	-0.617578573928897	1.16711508105833	0.868175717226228	1.28645772823453	1.28321579707041	-1.06590313841154	1.04968350088852	0.413156180839303	-0.60170925168144	-1.1389501479052	1.24889938199763	1.01556595208226	1.20847468022399	-1.33033319153458	0.191111232818346	-1.09890759159172	-0.123792839587877	1.2468750704965	0.62261387178496	-1.08823343130165	0.765435940340071	1.15183749979711	-0.713666832228111	1.1533160138401	-0.289032913422713	-1.55767395597084	-1.40179394588095	0.421847192344052	1.35501080477515	-0.733439532417712	0.772403420350418	0.175301277286061	-0.892058446306994	-0.999251193844806	0.139001039777343	-0.936728907339681	0.713603965650413	-0.222108833741543	-0.388706035618205	-1.09867957616659	0.368249646366994	0.114396083669477	-0.772975800808111	0.292846579054311
"FCGR2A"	-0.0741642114834812	-1.14628235356763	1.01016953742558	0.700882820742141	0.368922517993244	1.56748809783871	1.46050273012895	1.49801625807286	0.17469057984459	1.49299386085948	0.47570053389742	1.20436732657146	1.13544889825338	-0.308807745463211	1.65518543977564	1.2214925384345	-1.0655326169648	-0.632050999316306	1.58816146722346	0.287524132216663	0.698185218486958	1.59209858422978	0.904858849724558	1.37002053458177	1.26726755855565	0.962888840291955	1.43529357809271	-0.207265785769696	1.14236556658325	0.101056513297367	1.03327480763694	1.26773750981577	1.45378732589712	1.85115586671807	0.551835087790123	1.47562536703849	1.00239104047208	1.43488572046806	0.662570067366939	1.02971979558096	0.69800889483545	1.72460889141904	1.14724804629976	1.47830348381938	1.45551408860622	1.37959435095351	1.11515986334278	-0.345406987357118	1.40262311048498	0.428411188018113	-0.0369148507562066	-0.965464838395561	1.40664380463935	1.22914278680613	-0.309304627465868	1.61490508409126	0.230720087684933	-0.544188759835664	-0.247490827455915	-0.496216640128455	-0.251459042397283	0.460981607940389	1.2213402047915	1.39001084989711	0.416069564906655	-0.469320870676702	-0.516965542121932	1.35247371067339	-0.017754454281647	0.274902905304425	0.0880219211917893	1.32620423902629	1.24954153204988	0.166061040978041	1.53780468746732	0.69651436977626	-0.00119445741931877	1.42775485964168	1.48427109710963	0.500861956417402	0.631875397889891	0.158980350988501	0.0492590737987457	0.982555991347666	1.03002483792579	1.3712561673607	0.265840644514082	0.356940958915824	-0.524433563106032	0.337401806015735	-0.697119176525725	0.797947752641407	-0.598965504819888	0.101373364115072	-0.578702986647753
"KDELR1"	0.60001400239918	1.12496197557531	0.0557767557423737	0.505681594689051	-0.830154161937901	1.13720739771263	1.1072316554727	1.41826801918211	0.135556852995902	0.946438299874995	0.929581252740663	1.62310725460649	0.867265794565905	0.507959029611967	1.15016089817979	0.819173393868702	0.65564741805852	1.71247336391695	1.33214434007978	0.0698012526182935	-0.722027052491243	1.24048298475201	0.748739578552629	0.853963848686343	1.27572597634463	1.00246803978694	0.68541734808011	0.605433804582777	0.807852700942485	0.0829361714169317	-1.12119193776806	1.0553483343978	0.848599485490714	-1.82668220399799	1.4713209604782	1.54388714760944	1.71676644100834	0.460829513732485	0.588901084920726	1.67779802639484	1.74533466617965	0.510434214567405	0.589168057860235	0.719247952400511	1.26830679723992	0.870551718215624	0.273148574451493	-0.0277607412525867	1.12050383141345	1.00036345974458	1.45514344878512	0.453892119002152	1.14791913040609	1.26849376591995	0.906888006104621	1.34081982717592	0.880093637022492	0.890627563203721	1.11882405482106	-1.29018279111395	-1.0847062616477	-1.20549293965021	-1.21035954917486	-1.11797512613414	-1.14474626296165	-0.948140287262061	0.288013015798424	-0.516244853357605	-0.887761771269726	0.958093456298626	1.15462687635747	-0.170366099977539	-0.220844945812736	-1.42759819253046	0.506690012486684	-0.0142934770249165	-1.60968899327506	-0.45787467813675	-1.68416446452353	-0.266959092068102	-0.971023694819861	1.1484023075551	-1.08625374527836	-1.06856565352448	1.09308446717514	-0.156279829652702	-1.79890539730266	0.934196168028092	-0.00342620886032739	-0.311900516813713	-1.06767571206681	0.0707984529418075	0.187026784394192	0.121115784512801	0.639782233446751
"COL27A1"	-0.186591553530962	1.28226329712457	0.49899383436553	-0.993619088919529	1.14112644935062	1.30009524431198	0.242986392023865	-0.196040856688072	0.289160252144371	1.42739001885111	0.233807932568973	1.36826453721012	1.35939738539954	0.442060180861541	0.748694607959487	1.15746020414843	1.04905817925397	0.482059431379498	1.35545493329302	1.14335254764228	1.30852426471906	1.33815336738244	1.12309145343045	1.10262951088841	0.7258390828396	1.05248561780409	1.06107858919164	0.541194881077184	-0.0344183158375865	0.0287544265503337	1.1774362687826	1.14109217889877	1.27746172100913	1.67475361295629	1.34251058135136	1.41558043329076	1.25988288844692	1.58074292597524	1.30009438047397	-0.25541651825945	1.02793079360821	1.225148520123	-0.973532174758488	1.10785923150664	1.31568942620733	1.21928138247859	0.0650872738236848	0.964479525923051	-0.157522067136635	0.141162345361997	1.52330927758374	0.197276516338361	1.55103150340828	0.160426563928263	1.14929285265008	0.595673582022665	-0.127309142607208	-0.124382305913841	1.1881744793164	0.689884759601785	0.0363275881499181	-1.15116037293577	-1.01679931944205	-0.66865851309042	-0.0930078818493366	-1.24909637521106	-0.381089460036681	-0.656836602488139	-1.28845605451471	-0.1226996561815	-1.08173226435317	-0.178263068657135	-1.0937943203868	-0.212019948134584	-0.0869336270646204	-1.23048162910199	-1.39814479222212	1.29591857813501	1.45697871754453	-0.582640171074703	0.710047259908139	-1.45330755584379	0.456551219013296	-0.682653474821365	0.0205299482067293	1.12890442752171	-1.0491324256811	0.0202529216743358	0.734558480009716	0.302850430947458	-1.17009362217952	-0.555081755861151	-1.14535573716917	-1.01114394504327	-0.945461248682654
"VGLL3"	1.06690484749989	1.37598044841706	1.26738101827618	1.33723683755542	-0.503612442977578	0.409026735564289	1.2992166380773	1.55381670578292	-0.647418870719148	-1.0022248346929	1.48238758383238	1.40996463788262	1.34962224080036	0.406093494317572	-1.0022248346929	1.40368472283829	1.29026139306034	-1.0022248346929	1.40840808999963	1.31849336584224	1.33641365142112	1.3084778104118	1.30119732240185	1.14712410903569	-0.161964759634854	1.33738423398304	-1.0022248346929	-1.0022248346929	1.28740130151556	-1.0022248346929	1.33319805018826	1.48269975570792	1.339055231889	0.188766330570754	1.44125128057101	1.28569712190959	1.29476959736736	1.34510159041373	0.298653749794519	1.28421818467662	1.58952022743381	1.27413139018842	1.23811044847819	1.35950533086122	-0.181623119517232	1.32153796199248	1.33863111912428	1.26606463258707	1.3940811034075	-0.506198221728385	1.37553611031031	1.29063249198483	-0.169993470797432	-1.0022248346929	1.36941110563805	0.0193792286798344	0.630216566262942	1.28834153393206	1.25884419940187	-0.62689637695114	0.776200526253195	-1.0022248346929	0.268965752041459	-0.106477753504865	0.933939231203169	1.26482499661486	-1.0022248346929	0.141247457530317	-0.0172462802101753	-1.0022248346929	-1.0022248346929	0.674330488640978	0.52384516184673	-1.0022248346929	-0.96956829508041	0.745652054088541	0.453937851069873	1.54533795346272	-0.858338818952805	-1.0022248346929	0.191293730112524	-1.0022248346929	0.0613310526594663	-1.0022248346929	-1.0022248346929	1.36559681162501	-1.0022248346929	1.30620775385071	-0.863697925623589	-1.0022248346929	1.33136116475935	-1.0022248346929	-1.0022248346929	-1.0022248346929	0.452917932607722
"PLAUR"	1.03558093589516	-0.121691730415783	0.294273391271706	1.26797188049114	1.2649890457942	1.19483401626437	1.36051178509813	0.565007519907819	-0.124637753078957	1.14872614067655	0.0446913308865743	0.560306300243128	1.19842974587492	1.09312229659511	0.294855035069631	0.0474192960453889	0.929430459708562	1.14525603914337	1.54209763560145	1.07446656962366	1.38480422913581	1.24990165006865	1.22549469333001	1.23490448792566	1.12560209099202	0.47395752916279	1.06396493418197	-0.0376232039209487	1.13599923385368	-0.711444274467188	0.196260409337387	1.14926987286296	0.410762475475289	-0.603985132411524	0.185311056525524	1.20136215919039	1.10368422523202	1.57833668384488	1.20574925131707	0.314737096558909	0.495969282694829	1.22006499597269	-0.578308836366815	1.21733704976788	0.61366251016693	1.32088082523391	-0.0868414327908177	0.478314758024005	1.27079666008884	1.14100645967498	-0.0295701291151728	1.075675545539	1.61808165965382	1.25522879581262	1.26600366357114	1.17630440009679	0.342699069753354	1.27971902085428	0.379594179494077	0.969177073747166	1.10337472347164	1.07673817914253	-0.738813874924521	-0.279211389656109	-0.630401664887327	-0.307180239081777	-0.620877278038235	0.385375370644323	-1.01166156126249	-0.765718963765983	-0.853280295376282	0.695573495900005	1.09425381680904	-0.0287423675556679	1.21539758492624	-0.0857834849315798	-1.25085135745149	-1.85731645241555	1.19506270318289	0.337217112766799	-0.862177180206762	-0.299667759281419	0.145388290588056	-0.19319943849918	1.02266126178744	1.10578482976867	0.100419055456756	0.321787317450518	0.168573757556205	1.13497513025559	0.374978088116476	0.148174234378016	1.06439379654611	0.306977170080821	0.386170510722951
"DCUN1D3"	-0.645402068818842	1.1334201739732	0.960369642674719	1.0372742749408	1.19166866151166	1.33814971586616	1.35762902302771	1.6682490794256	1.03684308690336	1.26925748077125	0.996338179941361	0.801753924398958	1.33861556583068	0.632612979024562	1.49021480116607	1.09764396561948	-1.2431766168761	0.325805040119941	1.27618960817621	-0.0270078623572974	1.48096734236489	1.05090699295332	1.01183436301515	0.741568060422474	1.18610403770893	1.10603966842104	1.52024037087248	0.479523970316085	1.55892077149807	0.427368122284659	-0.266334458976404	1.19715729798241	-0.022280067219653	-0.203728302664351	0.470358137592164	1.41528805809637	1.06704369271272	1.33784649015358	0.554966285710953	-0.462443607723993	0.950949599744125	1.45044120905485	0.38702723635108	0.671580096628708	1.55126907850702	0.656644878141864	0.758313658026883	1.56763138721923	0.75023587048912	-0.692347542322586	1.0648805465314	0.409443351304487	1.29243308328933	-0.902846929470715	-0.492706472168264	1.20307336595303	1.20122686483626	0.500526476443056	1.07181391819066	0.390619623511842	0.496670682974213	0.325080677865965	0.585777446513909	1.34155503405965	1.3975685357082	-1.59320201882498	-0.436036215180174	0.968674407358114	-0.603151056870637	0.980332235522346	-1.63338617351161	0.398650729401705	-0.345108362335046	0.292795179733521	1.3244998998511	0.786306846799234	1.1217677061517	0.48272938712589	1.19222260467455	0.432511218670696	0.373230127990792	-0.326358726362254	-1.06555677848464	-1.37118009576067	0.295101132983262	1.04315795297198	-0.74929568312237	1.1170723883186	-0.443006173342311	-1.14628954591728	-1.06427031009043	0.048991948910219	-0.925383021479952	-0.735902049404001	-1.37661683694392
"SLC16A3"	1.22197456463161	-1.36181739254366	-0.763574637524402	0.622714259524575	0.614746092915167	1.20117816146005	0.991506351217403	0.903585636658449	0.706954465755701	0.883038461395546	0.469704241100561	0.910706827372498	1.03171342678737	0.572359207168371	1.41730579186381	-1.04750287767809	0.47510586283807	0.853601651579381	1.25021194102107	1.11138911676205	0.841860874475762	1.08769936133138	1.00434023025933	0.824192621724324	0.778908281434983	1.40044377135203	1.13371566481997	0.40216281616051	1.26776908794606	1.05198607103254	1.2840866063126	1.2120662809637	1.05511740853033	1.16423602644996	1.0339459812655	0.852856503219741	0.167399606946984	1.40284920884966	1.06858952430538	0.781008218483519	0.235606143276576	0.936647741138917	-0.853225610623375	1.1352117843059	1.27820370585841	1.35943046725612	-0.937439769010912	1.01479992064514	1.32762168169554	1.04008266871988	0.483918149242695	-0.723976124213593	1.34779402770522	1.25522168846542	1.51358816819058	0.842808651825935	0.844676210678105	0.879290009103951	1.1596683703978	1.36025292467111	0.517318917978276	0.977489618014314	-0.691424191170409	0.631610146438157	-1.5169629651593	-0.846017860565493	0.248810946468931	0.576366589601006	-0.0300973904391105	-0.979354440006935	-1.38527502929107	0.50518156775041	0.0358129792465242	0.576081886179732	1.20447913881476	-0.557710479168389	0.856999270345133	0.526242118157153	1.20884571362332	0.979545574083113	-1.06890279956825	-1.05306643227476	-0.385228689047329	-0.0825811430601402	-0.0639865594220812	0.642482247800948	-1.09523544354334	0.881893959787469	0.818663070723303	0.755859468605658	0.927089985221051	0.867136253484076	-0.444983316709559	-0.896464722590312	-0.247757511345096
"TSHZ3"	0.377161304369094	1.04079899138765	0.447639329227967	1.11731714253083	0.532666375128418	1.0689990597016	1.28059037491577	1.31880656611309	0.512541424201132	0.488967701329608	0.776295423101098	1.11098244371253	1.18913914699279	-0.35719454179345	1.09512998268053	1.10247901268948	0.331468304424504	1.04257454272152	1.20368495378169	1.07120218540818	0.673498847969399	1.12794995644167	1.2097830327577	1.09643202423462	1.09104263600925	0.491657903452264	1.03397215903015	0.042772623960052	1.08301697186859	7.31717710217462e-05	1.04362225726833	1.15891097054836	0.386544187444972	1.18970624325681	1.04998143204029	1.2493094895764	1.14517644543873	1.08501651031742	1.06464967664903	0.452235955248453	0.512235046634211	1.04785695223148	0.381182184223413	1.28717093908787	-0.0304500012022068	1.10681214646815	0.440402883633166	1.05864536034433	1.17698433794479	1.09693630989878	-0.393956402959857	-0.854166738745354	1.05504805716543	1.18723461820865	0.548748714347368	1.20586676786078	-0.212761131293824	0.358538589877993	0.481881624156104	-0.134782474624296	0.441796690128237	0.502020036043988	0.49861206390365	1.21456208916129	1.31360239591968	-0.652599975448868	-0.00498529537334395	1.06309884597016	-1.22640809962629	1.37313826598762	-1.40018113344008	1.09574937560084	0.345757313356028	1.12063532287454	1.09753446760326	-1.26848279554726	-1.07086744567474	-0.928684475700397	0.452155946478584	0.637210033883258	-0.0649067037542115	0.203713610262274	-0.341211448147005	1.08130455175606	0.35101792824736	0.271225493741193	0.682690824923792	1.11883586789786	0.409992737404564	-0.321149088685925	1.30715546382587	0.485669059107388	0.488636152515169	0.397577727113666	-0.36630303649098
"ZSWIM4"	0.80748513015022	0.0876510202406175	0.345574467270866	1.07656802883865	0.0543950627427778	1.26436755964535	0.957079202902095	1.39750718389237	0.548836637764214	1.29998992064367	0.899922219957822	1.01492724129394	1.1860819596023	1.07128692684237	0.995592205582618	-0.959553708874012	0.541639677391369	0.949338059070298	1.19326912630977	1.29996149289515	0.675665740923719	0.990596060054748	1.10390692444314	0.972548652043725	1.03949322411764	1.12664122044905	0.654341015231231	0.408095030227164	0.363152360799722	0.974939687770022	1.0016915256342	1.37971869400171	-0.532241094219059	-0.0319696568489025	-0.0558703268514893	1.15768433463233	0.518517643535736	1.42709224231572	0.903083287188322	-0.0214547219787184	0.864097300216021	0.883827750658717	0.885462923216216	0.415907884703793	0.548958230342152	1.11810326232135	0.967120478538239	1.23291220236528	0.86217920365885	-0.985783790329965	1.08782081786922	0.481681356533489	1.16522573457112	1.07655400536588	1.23042882878796	0.819122553198953	1.07248165037475	0.62667374977001	1.24260482869147	1.05421722454212	-0.933326179905264	-1.1931055630814	-1.04254734955101	1.35212850511676	-1.23865272543173	1.39304190192209	-1.0410711854241	-1.3413948196513	0.452225299225638	-0.189730126540921	-1.32322425027981	-0.0659819089628224	-0.220141537364263	-0.778410594215807	0.112939113285711	-1.26287033149962	0.82842194739196	-2.06532382392268	1.2003802587709	0.0627713909167104	0.070821154299821	-1.74798239783589	-0.752657105465545	-0.942758379951963	-0.229362985446729	0.049966317482679	-1.0786125689647	-1.23744022415806	0.504069683013031	-1.16927782947165	0.761253571742093	-0.89973271437978	-0.853997029962689	-1.10266262740352	-1.21826116210223
"HRH1"	-0.888729297942681	1.13739365879346	-0.331783668043952	1.12288211788591	0.477340131382439	1.20205217732398	1.40274432072814	-1.09507917869307	1.35130657162497	1.13287699266574	1.22714555407214	1.21012066389508	1.14530953037191	-0.784053682876737	1.39829266444202	1.15576774779513	0.687819700145691	1.57037043946991	0.312688668846967	-0.0201750662995798	1.22301712570972	1.0738774548472	1.2253775704469	1.22446888606031	1.24493054739105	1.31535868965264	1.14206962178108	-0.0446695057263697	0.719120463236765	-0.0568475221227217	1.2183780013307	1.19632124397818	-0.163486122170862	1.52596282731535	0.664410209417025	1.63083699135796	0.323450563500147	-0.0538800293401508	-0.0331142914461689	0.2017908490035	1.13398782104169	1.46345477482404	1.44074182248255	1.30464971777768	1.14490988426965	-0.0731767460579932	1.29326823251376	0.432354294575579	1.3386655275761	1.14834675352432	1.04263239241263	0.162547840301493	1.23166994333072	0.614508089710452	-0.688416687668364	0.678424394197339	1.13879431928921	0.520105714601234	1.25354960061621	-1.11538319765618	-0.950296024276748	-1.02545045194138	1.32416281608451	1.37023730477593	1.52819195984447	1.11028208536148	-1.47132937689075	1.16946235850241	1.28815960429501	0.381367333551209	-1.02339847844867	1.32928812861613	-1.20330448410666	-0.0729204170523257	1.27646295152193	1.12781024899606	-0.575189783565385	-1.08360626331022	1.25943440405486	1.28344472420466	1.11996146883778	-0.386049781896537	-0.167843173434716	-1.16102429826786	-0.649211216078867	0.292253649658207	0.404217711261144	-1.33889757221281	-0.120472823688432	0.865378329874562	-1.32388821118025	0.817384162846787	-0.809388602257468	-1.03256955738177	-1.12144804413782
"ADAM9"	0.627396151200682	1.71940869403624	0.567123169830065	-0.651895264659398	0.638564745701274	0.693202593735415	1.11222043802613	0.672118135535332	0.651181070151925	0.886314788438078	0.837660808512578	0.827591436478646	1.01134756163591	0.351547712575144	0.861557158760589	0.745925667313392	0.278120640773545	-0.687728546357428	0.694711993952183	0.686505399269997	0.98047526450205	0.976445453771904	1.04722015552505	0.783293640668668	1.04578360655407	1.10173309868004	0.85137992170248	0.451106072708652	0.847674048654803	0.38096277348044	0.517335508016791	0.725980878296837	0.937784542223011	-1.64530931601316	0.787553870814479	1.07155268571596	0.937029379326539	0.786574572723999	0.458752936524364	0.833375247546309	0.728588567466296	1.05750823856594	0.603630873344534	0.883170434357794	0.811155026921566	0.836715415378005	1.61761502081191	0.992614319050199	0.886717014301459	0.952476033660569	1.00422473649476	1.30686341034182	0.68807789110185	0.979990159722892	0.8706640769318	1.2561361306786	1.63495281561252	1.08215430283564	0.896062271754591	0.436752895092703	0.486835802071326	0.807388330308978	1.00455432546022	0.365368715285252	0.667389554865858	-0.975861953126796	0.183612235649534	1.50637280785797	-0.698828052896216	-0.551333859894493	-1.50404419020331	1.15317906073584	0.604671252707185	-0.0871048997673628	0.86323159003208	-0.767527206806259	-0.267227324203524	-1.53067167735876	0.649485873914914	0.807748549960676	0.295478732538983	-0.352531776187581	0.33727436470703	-0.827561108017594	0.969922589282365	0.72221628214324	0.465183744658625	0.657594562212292	-1.70913271279027	0.197262779404798	-0.103169886359902	0.0958543374533735	0.529391655191398	-0.47369529362804	0.0285105009539166
"MMP1"	0.457677499481843	-0.926774776192464	1.37888227940991	1.27739403494221	-0.162860123201682	1.27975139959916	1.36126746693963	1.34507539427626	1.27271042178673	1.30400313352861	1.28064801145416	1.28365502800618	1.30516580916229	1.02189481638578	-0.926774776192464	-0.926774776192464	0.989735934090887	-0.926774776192464	1.42231700859231	0.290541995326411	-0.926774776192464	1.19353676510842	1.38579979957151	1.30240727521214	1.29940913201134	-0.926774776192464	0.173408047825545	1.2750617983786	1.37507286637577	1.27155261910138	-0.926774776192464	1.32394053698266	1.28364775907982	-0.926774776192464	1.27543078592245	0.652207517333235	1.29476697802162	1.46410837411272	0.443236682031658	1.28783659235621	0.914696997237152	1.28566876423921	1.28929418099524	1.39898554774198	1.27617148065887	1.38886632024675	1.27351186717127	0.657960129007234	1.4306725829892	1.29933336447095	-0.926774776192464	1.27024631587322	1.36858445100469	1.50037190260421	1.28287754177056	1.3421459502021	-0.926774776192464	-0.926774776192464	1.28217232145884	-0.926774776192464	0.116154522727509	-0.926774776192464	0.953585928839015	-0.926774776192464	-0.926774776192464	-0.926774776192464	-0.926774776192464	-0.926774776192464	-0.926774776192464	-0.926774776192464	-0.926774776192464	-0.926774776192464	1.27258033478477	-0.926774776192464	-0.926774776192464	-0.926774776192464	-0.926774776192464	-0.926774776192464	-0.926774776192464	-0.926774776192464	-0.926774776192464	-0.926774776192464	0.030494942546689	-0.228254597378265	0.684688378730383	1.29263619542601	-0.926774776192464	-0.926774776192464	-0.926774776192464	-0.926774776192464	-0.248423552173002	-0.926774776192464	-0.926774776192464	-0.926774776192464	-0.926774776192464
"HSPA6"	-0.300122866706225	-0.910079818152459	0.938350381230462	1.35683450496588	1.11460868754177	1.39055232713102	1.33456677765985	1.34719640070538	0.214875748104324	1.35690124434422	0.536848370691343	1.05778326783697	1.01876735754357	-0.552945985929134	1.4552032425727	0.965157511937488	-0.565566725906269	1.26932109878726	1.15425341518611	1.1685692813968	1.26276116482448	1.36420843779307	0.730798852201434	1.08117914309087	1.20163442756569	1.1006658394015	0.680492134771634	0.497030583198653	1.25616298453646	0.500306013030737	0.992700794515413	1.31011792747931	1.33068411450788	1.31894711528117	0.737213255786454	1.26122246110055	0.12527936665699	1.16553389311727	0.0186599440773264	0.112515820294749	0.728751185733352	1.3263155179948	-0.57565500183704	1.22583625417815	1.06791487724529	1.09356072974188	1.03798186286446	-0.397250225126881	1.29566624856428	-0.738319232793995	0.146474184346816	-0.447897227873909	1.37655419671494	0.980371663388499	0.424302091867819	1.32478294784829	1.00061028761346	0.642481067863892	0.217296382082494	-1.3960870885241	0.130971608766071	0.984970903919071	1.07624496521176	1.2876838208512	1.1259696958511	-0.190825072127287	-0.86888479553926	0.648825472212908	0.636771973911615	0.837751288473414	0.656336884681403	0.687987435499575	-0.025327243120804	0.143376833781013	1.24655405458479	0.696423812534388	-0.891306616407409	-0.929989430914611	1.33420175141716	0.391567213918856	1.11466149543092	-1.20863107083251	-0.647128890604592	1.25080139608788	0.131632643391992	0.991427949881049	-0.290814424212269	0.995125210092151	-1.45726067081813	0.532289149115601	0.0139628908326961	0.637184599716173	0.584522932464612	0.13709145856859	0.575734509091622
"TDO2"	0.0377486342406471	-0.143446619968843	1.17551807618691	-1.35692812231827	-0.468294849078174	1.29086224650115	1.58536500247457	1.38872482105662	1.26266119242009	1.22535087560786	0.614463017338648	1.23406589085451	1.21368389938717	1.19525494310244	-0.0463829032481118	1.15920092204047	0.336540586506085	-0.223067928794194	1.37521210046111	0.772038529166663	-0.803486416339434	0.573100379168438	1.41254730829225	1.24860774075134	1.32240871869094	0.290751470607002	0.454527063913235	1.01937733372369	1.29752370469673	0.735885161666783	-0.460038673529622	1.34163490744134	1.48444509383768	1.34998165892192	1.27619508357135	1.18064285148526	1.29578973903724	1.22602551946599	-0.696116480357326	1.21338537609007	0.354270660776911	1.19927524524501	1.31110897486938	1.46951296257227	1.26559080006578	0.475218104242352	1.147762950985	1.36458644968097	1.46627179550907	0.657534055555082	-1.14990461621168	1.17785562249122	0.355380614039191	1.25756865902554	0.543408561922056	1.40503322810025	-0.105009987708467	-0.129495986911728	0.413814867251161	1.19728424859461	0.13196911146395	-0.541900081679974	1.17226850851387	0.941059422971309	-0.053269689668282	-1.06117083961476	-0.135952101640992	1.18898617537422	-1.13538945952301	1.22669012348414	0.111365015536807	0.690086298991399	1.26148714327213	-0.146606998206206	-0.414409921787851	0.276969945888922	-0.640418517927491	-1.58468912197228	1.21759495807756	-0.387240305546603	0.0389380704474447	0.150008660835982	-0.302341584088827	0.0105967460055482	0.773935414208853	-0.217815035555277	-0.319995895942528	-0.0340884729685447	-0.876311089726927	-0.824450948811626	-1.00136097362572	-0.981087231461401	-0.388341216077122	0.453645076702218	-0.21144804233262
